Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
WAAREEENER,"2,702.6",0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,7446950,-0.13,-0.13,-0.13,-0.13,-0.13,,,,,,,,,46375,-91.76,-91.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NESTLEIND,"1,505.4",1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,7970000,1.8,1.8,1.8,1.8,1.8,,,,,,,,,449500,-91.86,-91.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ASTRAL,"1,437.1",-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,7089850,0.11,0.11,0.11,0.11,0.11,,,,,,,,,39950,-91.88,-91.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PETRONET,282.3,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,31984600,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,241300,-91.92,-91.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MFSL,"1,532.9",1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,9438400,0.05,0.05,0.05,0.05,0.05,,,,,,,,,100400,-92.01,-92.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
APLAPOLLO,"1,917.7",-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,5577950,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,50400,-92.05,-92.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
AMBER,7485,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1228300,-0.68,-0.68,-0.68,-0.68,-0.68,,,,,,,,,23400,-92.07,-92.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SBILIFE,"1,885.5",0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,5787000,-0.54,-0.54,-0.54,-0.54,-0.54,,,,,,,,,123375,-92.1,-92.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
COLPAL,"2,039.7",0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,5034975,0.16,0.16,0.16,0.16,0.16,,,,,,,,,55825,-92.15,-92.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
JSWSTEEL,"1,299.4",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,39778425,0.12,0.12,0.12,0.12,0.12,,,,,,,,,159300,-92.41,-92.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
COCHINSHIP,"1,447.8",0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,5205200,-0.15,-0.15,-0.15,-0.15,-0.15,,,,,,,,,58400,-92.45,-92.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SAIL,175.19,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,177105400,-0.15,-0.15,-0.15,-0.15,-0.15,,,,,,,,,1880000,-92.53,-92.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TATAPOWER,383.4,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,62061450,-0.11,-0.11,-0.11,-0.11,-0.11,,,,,,,,,226200,-92.74,-92.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PAYTM,"1,423.9",0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,20600150,0.13,0.13,0.13,0.13,0.13,,,,,,,,,775025,-92.76,-92.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DRREDDY,"1,160.3",0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,13500000,0.11,0.11,0.11,0.11,0.11,,,,,,,,,180625,-92.79,-92.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HAL,"4,668.8",0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,5124000,0.09,0.09,0.09,0.09,0.09,,,,,,,,,49950,-92.93,-92.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
KPITTECH,621.1,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,12606150,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,,,,173600,-92.96,-92.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GVT&D,4390,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,2775625,0.11,0.11,0.11,0.11,0.11,,,,,,,,,32125,-93.0,-93.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
AUROPHARMA,"1,583.1",-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,10688700,0.36,0.36,0.36,0.36,0.36,,,,,,,,,134750,-93.1,-93.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
CAMS,812.15,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,7373025,-0.51,-0.51,-0.51,-0.51,-0.51,,,,,,,,,229350,-93.5,-93.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
LTM,"4,564.6",0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,2329500,0.23,0.23,0.23,0.23,0.23,,,,,,,,,27150,-93.69,-93.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
COALINDIA,415.15,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,74853450,0.07,0.07,0.07,0.07,0.07,,,,,,,,,384750,-93.73,-93.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
JSWENERGY,570.2,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,24433675,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,86000,-93.76,-93.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HAVELLS,"1,293.3",0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,8948000,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,,,,74500,-94.38,-94.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
KEI,"5,570.1",0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,1714125,-0.43,-0.43,-0.43,-0.43,-0.43,,,,,,,,,162225,-94.48,-94.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DIVISLAB,"8,424.5",-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,3556700,0.41,0.41,0.41,0.41,0.41,,,,,,,,,39400,-94.58,-94.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
IREDA,116.71,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,78219150,0.91,0.91,0.91,0.91,0.91,,,,,,,,,1719500,-94.6,-94.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TECHM,"1,655.8",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,17120400,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,,,,91200,-95.27,-95.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
LICI,398.2,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,64290800,-2.93,-2.93,-2.93,-2.93,-2.93,,,,,,,,,3927000,-95.43,-95.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
CDSL,"1,345.4",0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,10426725,0.34,0.34,0.34,0.34,0.34,,,,,,,,,95000,-95.47,-95.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ABB,"7,733.5",0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,2162500,0.14,0.14,0.14,0.14,0.14,,,,,,,,,38250,-95.48,-95.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PATANJALI,359.8,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,34123725,0.15,0.15,0.15,0.15,0.15,,,,,,,,,268750,-96.14,-96.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
UNITDSPR,1535,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,7652800,0.05,0.05,0.05,0.05,0.05,,,,,,,,,43600,-96.25,-96.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
CROMPTON,269.3,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,60094650,0.07,0.07,0.07,0.07,0.07,,,,,,,,,277350,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PREMIERENE,1039,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,7285200,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,41600,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GODFRYPHLP,"2,312.4",-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,1838375,-0.62,-0.62,-0.62,-0.62,-0.62,,,,,,,,,53075,-96.49,-96.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BANKEX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
FOCIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
