Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
SBIN,"1,050.7",0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,82684500,0.31,0.31,0.31,0.31,0.31,,,,,,,,,1815000,-73.38,-73.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ANGELONE,299.15,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,28530000,1.55,1.55,1.55,1.55,1.55,,,,,,,,,1252500,-73.56,-73.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
INDUSINDBK,1035,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,33537000,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,332500,-73.9,-73.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MIDCPNIFTY,14969.05,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,1881960,-0.13,-0.13,-0.13,-0.13,-0.13,,,,,,,,,48360,-74.35,-74.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NTPC,347.75,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,98404500,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,933000,-74.35,-74.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GODREJPROP,"2,117.9",3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,7855575,-0.24,-0.24,-0.24,-0.24,-0.24,,,,,,,,,713050,-74.68,-74.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ASIANPAINT,2769,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,7461250,0.69,0.69,0.69,0.69,0.69,,,,,,,,,187000,-75.82,-75.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
LAURUSLABS,"1,849.9",0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,16919250,0.97,0.97,0.97,0.97,0.97,,,,,,,,,517650,-75.89,-75.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BAJFINANCE,"1,157.5",1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,54054000,0.41,0.41,0.41,0.41,0.41,,,,,,,,,1264500,-75.93,-75.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ZYDUSLIFE,"1,113.2",-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,10035000,0.41,0.41,0.41,0.41,0.41,,,,,,,,,207000,-76.31,-76.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BPCL,327.05,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,39693550,0.28,0.28,0.28,0.28,0.28,,,,,,,,,1200800,-76.33,-76.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
FORCEMOT,18631,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,248450,-0.46,-0.46,-0.46,-0.46,-0.46,,,,,,,,,10225,-76.8,-76.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DLF,663.25,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,46981300,0.5,0.5,0.5,0.5,0.5,,,,,,,,,2036800,-77.33,-77.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
INOXWIND,80.2,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,105612800,-0.15,-0.15,-0.15,-0.15,-0.15,,,,,,,,,1600000,-78.22,-78.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TRENT,"3,136.4",1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,10532700,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,168750,-78.22,-78.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
LUPIN,2378,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,6459575,0.48,0.48,0.48,0.48,0.48,,,,,,,,,118575,-78.25,-78.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BDL,"1,268.1",1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,7140000,-0.73,-0.73,-0.73,-0.73,-0.73,,,,,,,,,185725,-78.65,-78.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TIINDIA,"2,809.7",2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2243200,-0.64,-0.64,-0.64,-0.64,-0.64,,,,,,,,,57600,-78.71,-78.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
POLYCAB,9314,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,2270500,-0.14,-0.14,-0.14,-0.14,-0.14,,,,,,,,,93375,-78.85,-78.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MPHASIS,"2,410.1",0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,3892075,0.26,0.26,0.26,0.26,0.26,,,,,,,,,61050,-78.9,-78.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
INDUSTOWER,392.3,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,89482900,0.01,0.01,0.01,0.01,0.01,,,,,,,,,969000,-79.5,-79.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GMRAIRPORT,107.4,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,130139550,0.01,0.01,0.01,0.01,0.01,,,,,,,,,1548450,-79.56,-79.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DIXON,14155,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2611600,-0.29,-0.29,-0.29,-0.29,-0.29,,,,,,,,,77850,-79.8,-79.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
POLICYBZR,"1,622.3",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,9266600,0.3,0.3,0.3,0.3,0.3,,,,,,,,,138250,-80.27,-80.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
COFORGE,"1,762.5",0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,13391200,-0.47,-0.47,-0.47,-0.47,-0.47,,,,,,,,,264100,-80.36,-80.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
RECLTD,369.55,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,44692200,0.02,0.02,0.02,0.02,0.02,,,,,,,,,310275,-80.5,-80.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ETERNAL,313.85,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,153732875,0.35,0.35,0.35,0.35,0.35,,,,,,,,,2182500,-80.63,-80.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
KAYNES,"3,925.1",0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,4046100,0.27,0.27,0.27,0.27,0.27,,,,,,,,,83700,-80.79,-80.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
INDHOTEL,748.95,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,20697000,0.23,0.23,0.23,0.23,0.23,,,,,,,,,386000,-81.03,-81.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HINDALCO,1026,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,52994900,0.01,0.01,0.01,0.01,0.01,,,,,,,,,1416800,-81.33,-81.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ADANIPORTS,1710,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,20746575,0.2,0.2,0.2,0.2,0.2,,,,,,,,,212325,-81.41,-81.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MARUTI,14135,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,2056600,0.05,0.05,0.05,0.05,0.05,,,,,,,,,54400,-81.41,-81.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
360ONE,"1,186.9",1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,4134000,0.46,0.46,0.46,0.46,0.46,,,,,,,,,164000,-81.46,-81.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
AXISBANK,"1,259.3",0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,80531250,0,0,0,0,0,,,,,,,,,836875,-81.48,-81.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
AUBANK,"1,055.4",1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,21923000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,274000,-81.75,-81.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
