Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Pattern_DNA,Pattern_ID,Intraday Probability %,Confidence,Final Bias
TITAN,5004.9,0.1,5386325.0,-0.06,,,,,,,,,119700.0,-92.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.1|OI:-0.06|VOL:-92.32|FUT:nan,PDNA_77D47C5A,55,MEDIUM,NEUTRAL
PETRONET,280.35,0.47,31954200.0,-0.01,,,,,,,,,55100.0,-94.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.47|OI:-0.01|VOL:-94.85|FUT:nan,PDNA_22C36DF9,55,MEDIUM,NEUTRAL
DIVISLAB,8336.5,0.36,3389700.0,-0.02,,,,,,,,,28600.0,-94.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.36|OI:-0.02|VOL:-94.38|FUT:nan,PDNA_F6197C05,55,MEDIUM,NEUTRAL
BEL,401.85,0.27,104040675.0,-0.12,,,,,,,,,1694325.0,-90.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.27|OI:-0.12|VOL:-90.78|FUT:nan,PDNA_1620898F,55,MEDIUM,NEUTRAL
MANKIND,2447.2,0.27,3216500.0,-0.05,,,,,,,,,16000.0,-91.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.27|OI:-0.05|VOL:-91.33|FUT:nan,PDNA_DC557E9F,55,MEDIUM,NEUTRAL
EICHERMOT,8003.0,0.38,3655500.0,-0.04,,,,,,,,,20700.0,-91.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.38|OI:-0.04|VOL:-91.02|FUT:nan,PDNA_5A73C268,55,MEDIUM,NEUTRAL
NAUKRI,1240.2,0.02,13732400.0,-0.01,,,,,,,,,46750.0,-93.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.02|OI:-0.01|VOL:-93.04|FUT:nan,PDNA_EE98A35F,55,MEDIUM,NEUTRAL
BAJAJ-AUTO,11657.0,0.05,1841925.0,-0.03,,,,,,,,,10275.0,-94.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.05|OI:-0.03|VOL:-94.87|FUT:nan,PDNA_5BB84B2E,55,MEDIUM,NEUTRAL
MOTHERSON,161.91,4.75,125496900.0,-0.79,,,,,,,,,24181800.0,-56.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:4.75|OI:-0.79|VOL:-56.46|FUT:nan,PDNA_4013E511,55,MEDIUM,NEUTRAL
HCLTECH,1367.8,1.69,26343200.0,-0.06,,,,,,,,,295200.0,-90.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.69|OI:-0.06|VOL:-90.27|FUT:nan,PDNA_87A2DA70,55,MEDIUM,NEUTRAL
POWERINDIA,32550.0,1.29,583050.0,-0.3,,,,,,,,,12575.0,-88.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.29|OI:-0.3|VOL:-88.56|FUT:nan,PDNA_7962B291,55,MEDIUM,NEUTRAL
BSE,3502.0,1.36,9938600.0,-1.63,,,,,,,,,870600.0,-68.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.36|OI:-1.63|VOL:-68.42|FUT:nan,PDNA_D9669CA3,55,MEDIUM,NEUTRAL
ONGC,241.3,1.37,54704250.0,-0.69,,,,,,,,,1833750.0,-82.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.37|OI:-0.69|VOL:-82.12|FUT:nan,PDNA_FDA1A913,55,MEDIUM,NEUTRAL
