path,readable,rows,field_symbol,field_date,field_timestamp,field_open,field_high,field_low,field_close,field_price,field_straddle,field_straddle_pct,field_price_chg_pct,field_oi_chg_pct,field_pcr_chg_pct,field_ce_oi_chg_pct,field_pe_oi_chg_pct,field_pe_ce_oi_chg,field_volume_chg_pct,field_buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_105252.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_105800.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_110308.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_110816.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_111325.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_111832.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_112340.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_112849.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_113358.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_113907.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_114418.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_114927.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_115436.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_115947.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_120457.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_121007.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_121516.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_122025.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_122535.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_123044.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_123552.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_124110.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_124618.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_125126.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_125634.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_130142.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_130649.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_131158.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_131706.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_132214.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_132722.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_133229.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\IVR-IVP_29SEP26_Report_2026-09-01_133737.xlsx,True,219,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026.xlsx,True,90,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_092600.xlsx,True,84,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_093110.xlsx,True,87,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_093620.xlsx,True,88,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_094131.xlsx,True,90,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_094640.xlsx,True,89,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_095150.xlsx,True,84,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_095701.xlsx,True,83,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_100211.xlsx,True,82,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_100720.xlsx,True,85,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_101229.xlsx,True,83,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_101739.xlsx,True,81,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_102249.xlsx,True,80,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_102758.xlsx,True,86,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_103308.xlsx,True,87,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_103820.xlsx,True,87,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_104329.xlsx,True,89,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_104839.xlsx,True,87,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_105348.xlsx,True,92,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_105858.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_110407.xlsx,True,95,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_110917.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_111427.xlsx,True,94,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_111938.xlsx,True,95,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_112447.xlsx,True,97,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_112957.xlsx,True,96,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_113507.xlsx,True,97,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_114529.xlsx,True,92,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_115039.xlsx,True,90,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_115551.xlsx,True,91,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_120102.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_120612.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_121122.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_121633.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_122143.xlsx,True,92,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_122654.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_123204.xlsx,True,92,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_123714.xlsx,True,93,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_124724.xlsx,True,91,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_125234.xlsx,True,91,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_125743.xlsx,True,89,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_130252.xlsx,True,90,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_130802.xlsx,True,89,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_131311.xlsx,True,90,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_131821.xlsx,True,84,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_132331.xlsx,True,87,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_132840.xlsx,True,85,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Resistance_Resistance_29SEP26_Scan_1_9_2026_133350.xlsx,True,86,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_092532.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_093041.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_093549.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_094057.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_094605.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_095115.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_095623.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_100131.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_100642.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_101150.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_101658.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_102207.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_102716.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_103226.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_103734.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_104242.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_104750.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_105258.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_105807.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_110315.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_110824.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_111332.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_111839.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_112348.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_112856.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_113405.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_113915.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_114425.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_114934.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_115443.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_115956.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_120505.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_121014.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_121524.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_122032.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_122542.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_123051.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_123600.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_124625.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_125133.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_125641.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_130149.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_130656.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_131205.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_131713.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_132221.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_132730.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_133237.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\September26\2026-09-01\Sector_Summary_29SEP26_Report_1_9_2026_133744.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
