symbol,outcome_source,outcome_timestamp,outcome_date
ADANIPORTS,approaching_breakouts.csv,2026-09-02 13:07:15.266189000,2026-09-02
SAIL,approaching_breakouts.csv,2026-09-02 14:19:26.779613000,2026-09-02
TATAPOWER,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
SENSEX,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
HEROMOTOCO,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
JSWENERGY,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
EICHERMOT,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
COALINDIA,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
LICHSGFIN,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
ADANIGREEN,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
RBLBANK,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
NTPC,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
POWERGRID,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
ADANIPORTS,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
BLUESTARCO,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
INDHOTEL,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
SAIL,approaching_breakouts.csv,1970-01-01 00:00:01.788339274,1970-01-01
SOLARINDS,approaching_breakouts.csv,2026-09-02 14:45:08.711389000,2026-09-02
GODREJCP,approaching_breakouts.csv,2026-09-03 09:18:10.955379000,2026-09-03
SBICARD,approaching_breakouts.csv,2026-09-03 09:23:23.617924000,2026-09-03
SAIL,approaching_breakouts.csv,2026-09-03 09:23:23.617924000,2026-09-03
MCX,approaching_breakouts.csv,2026-09-03 09:28:32.301221000,2026-09-03
SOLARINDS,approaching_breakouts.csv,2026-09-03 09:28:32.301221000,2026-09-03
FEDERALBNK,approaching_breakouts.csv,2026-09-03 09:33:41.644678000,2026-09-03
APLAPOLLO,approaching_breakouts.csv,2026-09-03 09:33:41.644678000,2026-09-03
MAHABANK,approaching_breakouts.csv,2026-09-03 09:38:51.077065000,2026-09-03
LICHSGFIN,approaching_breakouts.csv,2026-09-03 09:59:27.314444000,2026-09-03
OBEROIRLTY,approaching_breakouts.csv,2026-09-03 09:59:27.314444000,2026-09-03
SRF,approaching_breakouts.csv,2026-09-03 09:59:27.314444000,2026-09-03
GODREJPROP,approaching_breakouts.csv,2026-09-03 10:20:08.012263000,2026-09-03
INDIANB,approaching_breakouts.csv,2026-09-03 10:25:17.048642000,2026-09-03
IDFCFIRSTB,approaching_breakouts.csv,2026-09-03 11:57:48.306818000,2026-09-03
BAJAJHLDNG,approaching_breakouts.csv,2026-09-03 11:57:48.306818000,2026-09-03
RBLBANK,approaching_breakouts.csv,2026-09-03 11:57:48.306818000,2026-09-03
TITAN,approaching_breakouts.csv,2026-09-03 12:13:15.510272000,2026-09-03
VMM,approaching_breakouts.csv,2026-09-03 12:23:32.058896000,2026-09-03
TORNTPHARM,approaching_breakouts.csv,2026-09-03 12:23:32.058896000,2026-09-03
JINDALSTEL,approaching_breakouts.csv,2026-09-03 12:38:57.981979000,2026-09-03
BSE,approaching_breakouts.csv,2026-09-03 12:44:05.490100000,2026-09-03
MARICO,approaching_breakouts.csv,2026-09-03 12:44:05.490100000,2026-09-03
PIIND,approaching_breakouts.csv,2026-09-03 13:35:28.652098000,2026-09-03
BLUESTARCO,approaching_breakouts.csv,2026-09-03 13:35:28.652098000,2026-09-03
SWIGGY,approaching_breakouts.csv,2026-09-03 13:50:51.917642000,2026-09-03
ITC,approaching_breakouts.csv,2026-09-03 14:42:17.442364000,2026-09-03
FOCIT,approaching_breakouts.csv,2026-09-04 09:18:11.210455000,2026-09-04
SRF,approaching_breakouts.csv,2026-09-04 09:28:38.493814000,2026-09-04
PIIND,approaching_breakouts.csv,2026-09-04 09:38:56.181149000,2026-09-04
SWIGGY,approaching_breakouts.csv,2026-09-04 09:59:38.425732000,2026-09-04
RELIANCE,approaching_breakouts.csv,2026-09-04 09:59:38.425732000,2026-09-04
HDFCLIFE,approaching_breakouts.csv,2026-09-04 10:04:51.059540000,2026-09-04
DIXON,approaching_breakouts.csv,2026-09-04 10:04:51.059540000,2026-09-04
LICHSGFIN,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
SBILIFE,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
PNBHOUSING,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
CROMPTON,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
PAYTM,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
BDL,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
RADICO,approaching_breakouts.csv,2026-09-04 11:52:48.234437000,2026-09-04
PFC,approaching_breakouts.csv,2026-09-04 12:08:15.872548000,2026-09-04
ATHERENERG,approaching_breakouts.csv,2026-09-04 12:49:27.829027000,2026-09-04
RECLTD,approaching_breakouts.csv,2026-09-04 12:54:36.551099000,2026-09-04
APLAPOLLO,approaching_breakouts.csv,2026-09-04 13:46:15.350184000,2026-09-04
TATASTEEL,approaching_breakouts.csv,2026-09-04 14:42:56.757240000,2026-09-04
