Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
RADICO,4135,-1.03,-1.03,-1.03,-1.03,-1.03,630000,-0.47,-0.47,,,,,,,,,81450,-84.5,-84.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LODHA,1200.35,3.77,3.77,3.77,3.77,3.77,13737500,1.1,1.1,,,,,,,,,1218125,-84.7,-84.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MPHASIS,"2,447.7",4.21,4.21,4.21,4.21,4.21,4265525,2.07,2.07,,,,,,,,,280500,-85.02,-85.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
COALINDIA,412,-3.25,-3.25,-3.25,-3.25,-3.25,61412850,2.81,2.81,,,,,,,,,3782700,-85.84,-85.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CGPOWER,852.6,-3.45,-3.45,-3.45,-3.45,-3.45,16947300,2.69,2.69,,,,,,,,,1132200,-86.17,-86.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ITC,289.15,0.47,0.47,0.47,0.47,0.47,135120975,2.49,2.49,,,,,,,,,5680425,-86.42,-86.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ABCAPITAL,394.45,-1.94,-1.94,-1.94,-1.94,-1.94,30975200,1.24,1.24,,,,,,,,,1413600,-86.88,-86.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DABUR,433.05,0.87,0.87,0.87,0.87,0.87,26815000,2.67,2.67,,,,,,,,,1060000,-87.49,-87.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PERSISTENT,5475,3.55,3.55,3.55,3.55,3.55,3519500,1.55,1.55,,,,,,,,,202875,-87.88,-87.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SENSEX,"77,241.2",-0.15,-0.15,-0.15,-0.15,-0.15,23220,1.84,1.84,,,,,,,,,1000,-88.01,-88.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ABB,"7,234.5",-1.38,-1.38,-1.38,-1.38,-1.38,1944250,1.67,1.67,,,,,,,,,112375,-88.16,-88.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KPITTECH,592.6,1.31,1.31,1.31,1.31,1.31,11001125,3.31,3.31,,,,,,,,,898225,-88.17,-88.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NIFTY,"24,084.1",-0.07,-0.07,-0.07,-0.07,-0.07,10312965,1.14,1.14,,,,,,,,,401115,-88.24,-88.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANKNIFTY,57125,-0.47,-0.47,-0.47,-0.47,-0.47,1698150,1.63,1.63,,,,,,,,,73500,-88.3,-88.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SUZLON,52.25,-1.99,-1.99,-1.99,-1.99,-1.99,366306100,1.9,1.9,,,,,,,,,12458700,-88.87,-88.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CDSL,"1,333.5",0.14,0.14,0.14,0.14,0.14,7837975,2.27,2.27,,,,,,,,,370025,-88.97,-88.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
OFSS,11405,2.42,2.42,2.42,2.42,2.42,1169500,-0.32,-0.32,,,,,,,,,74000,-89.34,-89.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
POWERINDIA,31015,-2.35,-2.35,-2.35,-2.35,-2.35,457000,1.75,1.75,,,,,,,,,21675,-89.36,-89.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IEX,130.51,2.22,2.22,2.22,2.22,2.22,56811000,0.55,0.55,,,,,,,,,4102050,-89.54,-89.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TECHM,"1,625.6",2.99,2.99,2.99,2.99,2.99,17024400,0.84,0.84,,,,,,,,,808800,-89.55,-89.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TCS,2376,3,3,3,3,3,33427575,1.26,1.26,,,,,,,,,1332225,-89.6,-89.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CUMMINSIND,"5,555.5",-2,-2,-2,-2,-2,3568600,2.36,2.36,,,,,,,,,125000,-89.95,-89.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HINDUNILVR,2205,0.86,0.86,0.86,0.86,0.86,15872100,1.65,1.65,,,,,,,,,615000,-90.0,-90.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ADANIENSOL,"1,678.8",-1.88,-1.88,-1.88,-1.88,-1.88,17415000,1.7,1.7,,,,,,,,,691200,-90.06,-90.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HDFCBANK,741.6,-0.42,-0.42,-0.42,-0.42,-0.42,274278550,1.42,1.42,,,,,,,,,6054100,-90.35,-90.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
JSWSTEEL,"1,250.7",0.02,0.02,0.02,0.02,0.02,37914750,1.45,1.45,,,,,,,,,639900,-90.45,-90.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PAYTM,"1,310.7",0.75,0.75,0.75,0.75,0.75,18978325,2.61,2.61,,,,,,,,,936700,-90.81,-90.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANKBARODA,241.5,-1.71,-1.71,-1.71,-1.71,-1.71,116388675,0.64,0.64,,,,,,,,,4168125,-90.97,-90.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
WAAREEENER,"2,756.6",0.69,0.69,0.69,0.69,0.69,6588575,-0.53,-0.53,,,,,,,,,231525,-91.1,-91.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TMPV,326.4,-0.99,-0.99,-0.99,-0.99,-0.99,62672000,2.94,2.94,,,,,,,,,2169600,-91.26,-91.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CIPLA,"1,446.5",2.31,2.31,2.31,2.31,2.31,9595225,0.56,0.56,,,,,,,,,286450,-91.31,-91.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TATAELXSI,"3,641.2",2.18,2.18,2.18,2.18,2.18,2688875,-1.04,-1.04,,,,,,,,,132625,-91.53,-91.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HINDALCO,942.25,-0.97,-0.97,-0.97,-0.97,-0.97,45892000,0.91,0.91,,,,,,,,,832300,-91.57,-91.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TORNTPHARM,"5,013.2",0.38,0.38,0.38,0.38,0.38,4533125,0.07,0.07,,,,,,,,,132000,-91.65,-91.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GODREJPROP,"2,111.1",1.58,1.58,1.58,1.58,1.58,5836675,1.14,1.14,,,,,,,,,167050,-92.01,-92.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DLF,658.45,0.8,0.8,0.8,0.8,0.8,40624850,0.91,0.91,,,,,,,,,940500,-92.14,-92.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
RELIANCE,"1,281.6",-0.38,-0.38,-0.38,-0.38,-0.38,89513000,2.04,2.04,,,,,,,,,2231000,-92.19,-92.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HINDPETRO,398.45,0.48,0.48,0.48,0.48,0.48,38794950,0.9,0.9,,,,,,,,,816075,-92.22,-92.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SUPREMEIND,"3,312.1",-0.96,-0.96,-0.96,-0.96,-0.96,1974875,0.61,0.61,,,,,,,,,68075,-92.23,-92.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
WIPRO,178.15,1.63,1.63,1.63,1.63,1.63,276711000,-0.52,-0.52,,,,,,,,,8256000,-92.26,-92.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NAUKRI,1231,2.51,2.51,2.51,2.51,2.51,13795650,1.24,1.24,,,,,,,,,459800,-92.4,-92.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ADANIGREEN,1390,-1.3,-1.3,-1.3,-1.3,-1.3,22534200,1.84,1.84,,,,,,,,,636600,-92.49,-92.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SWIGGY,265.25,2.43,2.43,2.43,2.43,2.43,44581100,0.8,0.8,,,,,,,,,2208250,-92.53,-92.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SIEMENS,"3,604.9",-2.13,-2.13,-2.13,-2.13,-2.13,3361750,1.22,1.22,,,,,,,,,78925,-92.68,-92.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KALYANKJIL,571.85,0.78,0.78,0.78,0.78,0.78,22141350,-0.8,-0.8,,,,,,,,,1069200,-92.79,-92.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LT,3826,-0.07,-0.07,-0.07,-0.07,-0.07,11008025,2.07,2.07,,,,,,,,,370475,-92.79,-92.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MIDCPNIFTY,14637.75,-0.06,-0.06,-0.06,-0.06,-0.06,1534560,0.73,0.73,,,,,,,,,30720,-92.9,-92.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
JUBLFOOD,432.8,1.18,1.18,1.18,1.18,1.18,16678750,-0.64,-0.64,,,,,,,,,647500,-92.92,-92.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PNBHOUSING,"1,073.8",-0.22,-0.22,-0.22,-0.22,-0.22,6561750,0.24,0.24,,,,,,,,,235950,-92.92,-92.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NTPC,349.15,-0.71,-0.71,-0.71,-0.71,-0.71,90846000,3.1,3.1,,,,,,,,,3432000,-92.94,-92.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BDL,"1,221.3",-0.28,-0.28,-0.28,-0.28,-0.28,6596000,1.52,1.52,,,,,,,,,241825,-93.13,-93.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ADANIENT,"3,024.1",-1.14,-1.14,-1.14,-1.14,-1.14,14533197,1.45,1.45,,,,,,,,,383469,-93.19,-93.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CHOLAFIN,1798,-0.04,-0.04,-0.04,-0.04,-0.04,11743125,2,2,,,,,,,,,383125,-93.26,-93.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HCLTECH,"1,326.5",2.34,2.34,2.34,2.34,2.34,28387600,0.09,0.09,,,,,,,,,935600,-93.33,-93.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
VBL,468.05,0.45,0.45,0.45,0.45,0.45,46212375,1.4,1.4,,,,,,,,,1110525,-93.5,-93.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MUTHOOTFIN,"3,006.5",-1.31,-1.31,-1.31,-1.31,-1.31,5840725,0.79,0.79,,,,,,,,,129250,-93.63,-93.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CANBK,126.25,-1.62,-1.62,-1.62,-1.62,-1.62,364945500,1.15,1.15,,,,,,,,,9949500,-93.64,-93.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
JIOFIN,236.57,-0.22,-0.22,-0.22,-0.22,-0.22,147305050,1.02,1.02,,,,,,,,,2843500,-93.64,-93.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SHRIRAMFIN,"1,044.9",0.18,0.18,0.18,0.18,0.18,26726700,0.92,0.92,,,,,,,,,833250,-93.81,-93.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
VOLTAS,"1,313.6",-1.02,-1.02,-1.02,-1.02,-1.02,6732000,1.5,1.5,,,,,,,,,150750,-93.86,-93.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BHEL,408.5,-2.48,-2.48,-2.48,-2.48,-2.48,72809625,0.99,0.99,,,,,,,,,1832250,-93.95,-93.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ADANIPOWER,211.35,-1.84,-1.84,-1.84,-1.84,-1.84,129344250,1.7,1.7,,,,,,,,,3003300,-93.99,-93.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ETERNAL,299,0.84,0.84,0.84,0.84,0.84,145495150,1.72,1.72,,,,,,,,,4289825,-94.03,-94.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HAL,4581,-1.29,-1.29,-1.29,-1.29,-1.29,4547100,0.71,0.71,,,,,,,,,110250,-94.05,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LTF,308,-0.79,-0.79,-0.79,-0.79,-0.79,49113000,0.73,0.73,,,,,,,,,1134000,-94.07,-94.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INOXWIND,78.25,-0.62,-0.62,-0.62,-0.62,-0.62,83200000,1.33,1.33,,,,,,,,,1670400,-94.1,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
RBLBANK,367.1,0.88,0.88,0.88,0.88,0.88,39544625,1.66,1.66,,,,,,,,,1203325,-94.2,-94.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PGEL,582.15,-0.21,-0.21,-0.21,-0.21,-0.21,8720050,1.52,1.52,,,,,,,,,291650,-94.22,-94.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDUSTOWER,390.1,0.03,0.03,0.03,0.03,0.03,80719400,0.91,0.91,,,,,,,,,1504500,-94.25,-94.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SOLARINDS,18393,-1.87,-1.87,-1.87,-1.87,-1.87,696700,1.44,1.44,,,,,,,,,15300,-94.25,-94.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TITAN,"4,762.8",0.11,0.11,0.11,0.11,0.11,5069225,0.7,0.7,,,,,,,,,98700,-94.33,-94.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BSE,"3,536.4",-0.68,-0.68,-0.68,-0.68,-0.68,6452600,1.33,1.33,,,,,,,,,182600,-94.41,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
FORCEMOT,17100,-0.33,-0.33,-0.33,-0.33,-0.33,268275,1.76,1.76,,,,,,,,,9025,-94.47,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANDHANBNK,166.64,-1.18,-1.18,-1.18,-1.18,-1.18,116269200,0.73,0.73,,,,,,,,,1807200,-94.48,-94.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
JINDALSTEL,"1,062.7",-0.65,-0.65,-0.65,-0.65,-0.65,10683750,1.76,1.76,,,,,,,,,303125,-94.54,-94.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DRREDDY,"1,144.9",-0.3,-0.3,-0.3,-0.3,-0.3,12960000,1.25,1.25,,,,,,,,,321875,-94.58,-94.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LAURUSLABS,"1,735.1",0.71,0.71,0.71,0.71,0.71,16623450,1.13,1.13,,,,,,,,,678300,-94.64,-94.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TATASTEEL,184.5,-0.51,-0.51,-0.51,-0.51,-0.51,139675250,0.94,0.94,,,,,,,,,2070750,-94.68,-94.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NIFTYNXT50,72430,-0.35,-0.35,-0.35,-0.35,-0.35,11100,0.23,0.23,,,,,,,,,350,-94.72,-94.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ASTRAL,"1,425.5",-0.34,-0.34,-0.34,-0.34,-0.34,7067750,-0.08,-0.08,,,,,,,,,172550,-94.77,-94.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BIOCON,437.85,-0.3,-0.3,-0.3,-0.3,-0.3,42180000,0.8,0.8,,,,,,,,,757500,-94.92,-94.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
YESBANK,22.98,-0.52,-0.52,-0.52,-0.52,-0.52,896861800,1.27,1.27,,,,,,,,,16296400,-95.05,-95.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
COLPAL,"2,177.7",1.34,1.34,1.34,1.34,1.34,3825800,0.25,0.25,,,,,,,,,87450,-95.08,-95.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BRITANNIA,"5,377.5",0.99,0.99,0.99,0.99,0.99,1929875,-0.02,-0.02,,,,,,,,,38750,-95.17,-95.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HDFCLIFE,556.5,-0.03,-0.03,-0.03,-0.03,-0.03,37001800,0.98,0.98,,,,,,,,,523600,-95.26,-95.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MFSL,"1,518.9",0.02,0.02,0.02,0.02,0.02,7965600,1.16,1.16,,,,,,,,,154800,-95.29,-95.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HEROMOTOCO,"5,156.3",0.32,0.32,0.32,0.32,0.32,4450650,0.46,0.46,,,,,,,,,88350,-95.32,-95.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AUROPHARMA,"1,557.3",-0.08,-0.08,-0.08,-0.08,-0.08,9163550,0.98,0.98,,,,,,,,,140250,-95.33,-95.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ASHOKLEY,155.82,-0.2,-0.2,-0.2,-0.2,-0.2,126355000,0.95,0.95,,,,,,,,,2680000,-95.38,-95.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ADANIPORTS,1778,-0.25,-0.25,-0.25,-0.25,-0.25,17331800,0.82,0.82,,,,,,,,,234650,-95.43,-95.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DELHIVERY,472.6,0.4,0.4,0.4,0.4,0.4,20833000,1.05,1.05,,,,,,,,,504225,-95.5,-95.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ANGELONE,305.05,-0.51,-0.51,-0.51,-0.51,-0.51,22585000,0.98,0.98,,,,,,,,,510000,-95.6,-95.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
POWERGRID,286.5,-0.92,-0.92,-0.92,-0.92,-0.92,38851200,0.76,0.76,,,,,,,,,661200,-95.64,-95.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
POLYCAB,9060,-0.01,-0.01,-0.01,-0.01,-0.01,2008500,0.82,0.82,,,,,,,,,38375,-95.75,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AMBER,7270,-0.53,-0.53,-0.53,-0.53,-0.53,1106300,1.07,1.07,,,,,,,,,24100,-95.79,-95.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CONCOR,520.75,1.74,1.74,1.74,1.74,1.74,18402500,0.93,0.93,,,,,,,,,767500,-95.8,-95.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KFINTECH,938.35,0.14,0.14,0.14,0.14,0.14,3721975,0.78,0.78,,,,,,,,,285200,-95.9,-95.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PATANJALI,348.85,-0.01,-0.01,-0.01,-0.01,-0.01,25733350,-0.08,-0.08,,,,,,,,,552550,-95.91,-95.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SBICARD,657,2.15,2.15,2.15,2.15,2.15,21382400,0.22,0.22,,,,,,,,,406400,-95.94,-95.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NESTLEIND,"1,473.1",1.2,1.2,1.2,1.2,1.2,10300500,0.09,0.09,,,,,,,,,221000,-95.96,-95.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GAIL,174.98,-0.27,-0.27,-0.27,-0.27,-0.27,70002450,0.8,0.8,,,,,,,,,1118250,-96.04,-96.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
UNOMINDA,1165,-0.44,-0.44,-0.44,-0.44,-0.44,4427500,0.71,0.71,,,,,,,,,82500,-96.05,-96.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
APLAPOLLO,"1,850.5",-0.4,-0.4,-0.4,-0.4,-0.4,3901800,1.15,1.15,,,,,,,,,65800,-96.06,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HINDZINC,527.4,-0.89,-0.89,-0.89,-0.89,-0.89,23795625,1.07,1.07,,,,,,,,,412825,-96.06,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
RVNL,223.34,-0.05,-0.05,-0.05,-0.05,-0.05,27714225,0.15,0.15,,,,,,,,,556325,-96.08,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PNB,112.05,-0.27,-0.27,-0.27,-0.27,-0.27,270200000,0.64,0.64,,,,,,,,,3448000,-96.11,-96.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LICI,423.4,0.42,0.42,0.42,0.42,0.42,18048800,0.11,0.11,,,,,,,,,331800,-96.14,-96.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SONACOMS,711.75,-1.13,-1.13,-1.13,-1.13,-1.13,10569300,-0.42,-0.42,,,,,,,,,214375,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MOTILALOFS,861.3,-1.36,-1.36,-1.36,-1.36,-1.36,6627025,0.79,0.79,,,,,,,,,111600,-96.29,-96.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GODREJCP,"1,087.2",1.03,1.03,1.03,1.03,1.03,9512500,0.34,0.34,,,,,,,,,126000,-96.31,-96.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BAJAJ-AUTO,11260,-0.02,-0.02,-0.02,-0.02,-0.02,1909950,0.54,0.54,,,,,,,,,23325,-96.32,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SBIN,"1,020.1",-0.72,-0.72,-0.72,-0.72,-0.72,71430750,0.62,0.62,,,,,,,,,837750,-96.32,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
