Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
IDEA,13.03,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,5935212525,0.55,0.55,0.55,0.55,0.55,,,,,,,,,146523750,-65.48,-65.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
IOC,139.42,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32,152553375,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,,,,1433250,-67.15,-67.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
GODFRYPHLP,"2,254.6",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1766325,-0.11,-0.11,-0.11,-0.11,-0.11,,,,,,,,,33550,-68.72,-68.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
SENSEX,78550,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,40740,1.29,1.29,1.29,1.29,1.29,,,,,,,,,2820,-72.35,-72.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
LT,4060,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,11109875,0.3,0.3,0.3,0.3,0.3,,,,,,,,,163450,-72.76,-72.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ADANIPOWER,210.86,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,158795050,0.92,0.92,0.92,0.92,0.92,,,,,,,,,2957150,-73.44,-73.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
OIL,485.75,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,16437400,1.24,1.24,1.24,1.24,1.24,,,,,,,,,1499400,-74.03,-74.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BANKNIFTY,"57,562.6",-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,2089320,0.96,0.96,0.96,0.96,0.96,,,,,,,,,67320,-74.34,-74.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NIFTY,"24,555.1",-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,12157145,0.31,0.31,0.31,0.31,0.31,,,,,,,,,252525,-77.7,-77.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ADANIPORTS,"1,685.8",-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,20122425,0.35,0.35,0.35,0.35,0.35,,,,,,,,,387125,-77.9,-77.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
MUTHOOTFIN,"2,953.1",1,1,1,1,1,1,1,1,1,1,1,7297125,1.1,1.1,1.1,1.1,1.1,,,,,,,,,253825,-78.9,-78.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
KAYNES,"3,759.2",-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,3631950,1.4,1.4,1.4,1.4,1.4,,,,,,,,,178050,-79.45,-79.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BAJAJ-AUTO,11832,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1859550,0.58,0.58,0.58,0.58,0.58,,,,,,,,,26625,-80.21,-80.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
PERSISTENT,5535,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,3533375,0.06,0.06,0.06,0.06,0.06,,,,,,,,,64375,-80.73,-80.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
UPL,567.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,35560620,0.43,0.43,0.43,0.43,0.43,,,,,,,,,317070,-81.16,-81.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NATIONALUM,388,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,42322500,-0.53,-0.53,-0.53,-0.53,-0.53,,,,,,,,,1275000,-81.71,-81.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BHARTIARTL,"1,930.6",-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,52644250,0.13,0.13,0.13,0.13,0.13,,,,,,,,,249375,-81.83,-81.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BPCL,317.5,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,39539500,-0.13,-0.13,-0.13,-0.13,-0.13,,,,,,,,,404875,-81.87,-81.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ZYDUSLIFE,"1,129.8",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,10440000,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,211500,-82.41,-82.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BLUESTARCO,"1,513.1",-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,4772950,-0.51,-0.51,-0.51,-0.51,-0.51,,,,,,,,,134875,-82.46,-82.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NBCC,93.98,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,102329500,0.2,0.2,0.2,0.2,0.2,,,,,,,,,591500,-82.5,-82.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
SHREECEM,25880,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,376450,0.51,0.51,0.51,0.51,0.51,,,,,,,,,3600,-82.69,-82.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
HDFCBANK,731.55,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,314352350,0.22,0.22,0.22,0.22,0.22,,,,,,,,,1832350,-83.1,-83.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
SUPREMEIND,"3,436.7",-1.29,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29,2260650,0.35,0.35,0.35,0.35,0.35,,,,,,,,,18725,-83.84,-83.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
FINNIFTY,"26,480.9",-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,40380,1.05,1.05,1.05,1.05,1.05,,,,,,,,,1260,-83.97,-83.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NAUKRI,1321,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,13129050,0.69,0.69,0.69,0.69,0.69,,,,,,,,,898150,-84.04,-84.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
OFSS,11876,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1224400,0.1,0.1,0.1,0.1,0.1,,,,,,,,,21600,-84.05,-84.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
SIEMENS,3905,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,3467975,0.67,0.67,0.67,0.67,0.67,,,,,,,,,104125,-84.23,-84.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
RVNL,230.36,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,36419075,0.55,0.55,0.55,0.55,0.55,,,,,,,,,363825,-84.24,-84.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ASHOKLEY,173.07,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,138325000,0.68,0.68,0.68,0.68,0.68,,,,,,,,,3360000,-84.33,-84.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BHEL,408,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,80579625,0.36,0.36,0.36,0.36,0.36,,,,,,,,,1128750,-84.94,-84.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
EICHERMOT,"8,052.5",0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,3665800,0.15,0.15,0.15,0.15,0.15,,,,,,,,,25800,-85.08,-85.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
HCLTECH,1375,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,26433600,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,205600,-85.1,-85.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NESTLEIND,"1,526.6",-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,7882000,0.17,0.17,0.17,0.17,0.17,,,,,,,,,93500,-85.36,-85.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
POLICYBZR,"1,650.7",1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,8932350,0.02,0.02,0.02,0.02,0.02,,,,,,,,,137550,-85.47,-85.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
HINDZINC,604.65,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,28460425,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,,,,765625,-86.08,-86.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
VOLTAS,"1,284.2",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,7414875,0.11,0.11,0.11,0.11,0.11,,,,,,,,,119625,-86.21,-86.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BANKBARODA,246.56,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,129946050,0.33,0.33,0.33,0.33,0.33,,,,,,,,,1164150,-86.28,-86.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
PNB,113.5,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,285856000,0.24,0.24,0.24,0.24,0.24,,,,,,,,,2152000,-86.47,-86.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
INDUSTOWER,376.35,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,89812700,0.19,0.19,0.19,0.19,0.19,,,,,,,,,1186600,-86.76,-86.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
RELIANCE,"1,322.1",-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,107062500,0.06,0.06,0.06,0.06,0.06,,,,,,,,,784000,-86.82,-86.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
KEI,"5,637.3",-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,1620675,-0.36,-0.36,-0.36,-0.36,-0.36,,,,,,,,,33775,-86.84,-86.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NAM-INDIA,1160,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,7493125,0.04,0.04,0.04,0.04,0.04,,,,,,,,,53750,-86.91,-86.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ALKEM,5542,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1422000,-0.21,-0.21,-0.21,-0.21,-0.21,,,,,,,,,24125,-87.08,-87.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
LICHSGFIN,493.65,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,31704000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,208000,-87.18,-87.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
MANAPPURAM,370.3,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,65523000,0.34,0.34,0.34,0.34,0.34,,,,,,,,,1224000,-87.63,-87.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
NIFTYNXT50,"74,499.8",-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,19475,0.78,0.78,0.78,0.78,0.78,,,,,,,,,200,-87.69,-87.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
GAIL,172.5,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,90993600,0.12,0.12,0.12,0.12,0.12,,,,,,,,,859100,-87.8,-87.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
UNIONBANK,181.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,109341750,0.06,0.06,0.06,0.06,0.06,,,,,,,,,1137225,-87.8,-87.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
PATANJALI,355.9,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,34194675,0.67,0.67,0.67,0.67,0.67,,,,,,,,,860000,-87.93,-87.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
WIPRO,187.54,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,213093000,0.02,0.02,0.02,0.02,0.02,,,,,,,,,1584000,-88.07,-88.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
MPHASIS,2525,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,4260850,0.24,0.24,0.24,0.24,0.24,,,,,,,,,81950,-88.09,-88.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
POLYCAB,9258,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,2263875,0.26,0.26,0.26,0.26,0.26,,,,,,,,,29750,-88.26,-88.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BSE,"3,563.3",-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,8814400,0.66,0.66,0.66,0.66,0.66,,,,,,,,,609400,-88.39,-88.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
COLPAL,"2,009.9",-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,5119675,0.12,0.12,0.12,0.12,0.12,,,,,,,,,28600,-88.42,-88.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
CGPOWER,872.5,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,19595900,0.25,0.25,0.25,0.25,0.25,,,,,,,,,107950,-88.6,-88.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
COCHINSHIP,"1,503.4",-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,5409600,-0.29,-0.29,-0.29,-0.29,-0.29,,,,,,,,,43200,-88.62,-88.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
AMBUJACEM,432.15,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,83197200,0.1,0.1,0.1,0.1,0.1,,,,,,,,,205200,-89.05,-89.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
TVSMOTOR,"4,427.2",-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,8132600,0.24,0.24,0.24,0.24,0.24,,,,,,,,,74550,-89.07,-89.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BEL,403.45,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,101333175,0.05,0.05,0.05,0.05,0.05,,,,,,,,,619875,-89.1,-89.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
COFORGE,"1,837.5",1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,13719425,0.12,0.12,0.12,0.12,0.12,,,,,,,,,209475,-89.1,-89.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ICICIPRULI,493.3,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,18233600,0.53,0.53,0.53,0.53,0.53,,,,,,,,,179450,-89.4,-89.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
KPITTECH,626.75,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12226400,0.11,0.11,0.11,0.11,0.11,,,,,,,,,110050,-89.53,-89.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
VBL,450,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,54162000,0.05,0.05,0.05,0.05,0.05,,,,,,,,,312375,-89.6,-89.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
HAVELLS,"1,283.7",-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,8403000,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,33000,-89.61,-89.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
SOLARINDS,18623,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,756300,0.23,0.23,0.23,0.23,0.23,,,,,,,,,6000,-89.66,-89.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ANGELONE,296.55,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,29640000,0.17,0.17,0.17,0.17,0.17,,,,,,,,,852500,-89.71,-89.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
AXISBANK,"1,238.6",-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,79962500,0.07,0.07,0.07,0.07,0.07,,,,,,,,,278750,-89.82,-89.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
MIDCPNIFTY,14942,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,1881600,-0.19,-0.19,-0.19,-0.19,-0.19,,,,,,,,,15360,-90.24,-90.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
GODREJCP,"1,024.6",-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,11782000,0.4,0.4,0.4,0.4,0.4,,,,,,,,,182000,-90.38,-90.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BHARATFORG,"2,080.9",-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,8748000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,1180000,-90.42,-90.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
HDFCAMC,"2,534.6",-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,6665700,0.14,0.14,0.14,0.14,0.14,,,,,,,,,36600,-90.42,-90.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
PIDILITIND,"1,682.1",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,6514000,0.22,0.22,0.22,0.22,0.22,,,,,,,,,63000,-90.58,-90.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
ITC,282.1,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,157326900,0.04,0.04,0.04,0.04,0.04,,,,,,,,,534750,-90.63,-90.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
JSWENERGY,577.35,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,24586325,0.65,0.65,0.65,0.65,0.65,,,,,,,,,318200,-90.69,-90.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
GLENMARK,"2,260.1",-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,11647875,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,49500,-90.7,-90.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
AUBANK,1060,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,21871000,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,97000,-90.86,-90.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
BAJFINANCE,1093,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,54728250,0.3,0.3,0.3,0.3,0.3,,,,,,,,,534000,-90.94,-90.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
TECHM,1656,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,17866200,0.05,0.05,0.05,0.05,0.05,,,,,,,,,130800,-91.27,-91.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_11_8_2026.xlsx
