Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
BANDHANBNK,175.71,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,132879600,0.04,0.04,0.04,0.04,0.04,,,,,,,,,2005200,-75.24,-75.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ICICIBANK,"1,455.9",0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,103451600,0.34,0.34,0.34,0.34,0.34,,,,,,,,,1348200,-76.01,-76.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NMDC,86.79,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350662500,0.13,0.13,0.13,0.13,0.13,,,,,,,,,5109750,-76.96,-76.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GAIL,177.56,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,91025550,-0.25,-0.25,-0.25,-0.25,-0.25,,,,,,,,,2059000,-77.64,-77.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HINDALCO,1031.95,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,52794000,1.04,1.04,1.04,1.04,1.04,,,,,,,,,2128000,-77.71,-77.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MANAPPURAM,372.65,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,65976000,0.21,0.21,0.21,0.21,0.21,,,,,,,,,3093000,-78.97,-78.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
COFORGE,"1,767.4",-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,13349400,0.39,0.39,0.39,0.39,0.39,,,,,,,,,371925,-79.33,-79.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SHRIRAMFIN,1128,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,27106200,2.59,2.59,2.59,2.59,2.59,,,,,,,,,1260600,-79.57,-79.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SWIGGY,293.1,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,68371800,1.04,1.04,1.04,1.04,1.04,,,,,,,,,2111525,-79.66,-79.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PREMIERENE,"1,044.8",0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,7278700,0.29,0.29,0.29,0.29,0.29,,,,,,,,,61750,-79.79,-79.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MUTHOOTFIN,"2,959.5",1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,6738600,1.11,1.11,1.11,1.11,1.11,,,,,,,,,355575,-79.91,-79.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
AUROPHARMA,"1,609.8",-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,11043450,0.8,0.8,0.8,0.8,0.8,,,,,,,,,466400,-80.48,-80.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HINDZINC,597.1,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,29271375,4.45,4.45,4.45,4.45,4.45,,,,,,,,,2581075,-80.81,-80.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
JINDALSTEL,"1,127.1",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,14275000,0.7,0.7,0.7,0.7,0.7,,,,,,,,,245625,-82.01,-82.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LTM,"4,513.4",-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,2366550,0.28,0.28,0.28,0.28,0.28,,,,,,,,,42000,-82.39,-82.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CIPLA,"1,482.3",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,8991300,0.3,0.3,0.3,0.3,0.3,,,,,,,,,100725,-82.46,-82.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
VEDL,279.25,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,56116550,2.36,2.36,2.36,2.36,2.36,,,,,,,,,2801400,-83.52,-83.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ETERNAL,315.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,153931725,0.3,0.3,0.3,0.3,0.3,,,,,,,,,1956975,-83.57,-83.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
AUBANK,"1,060.4",0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,21803000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,203000,-84.23,-84.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TATAELXSI,3750,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,2344250,0.03,0.03,0.03,0.03,0.03,,,,,,,,,29375,-84.31,-84.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TATAPOWER,379.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,62599400,0.21,0.21,0.21,0.21,0.21,,,,,,,,,272600,-84.76,-84.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DLF,641.5,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,47682400,0.6,0.6,0.6,0.6,0.6,,,,,,,,,1002250,-84.82,-84.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TCS,2419,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,31214475,0.06,0.06,0.06,0.06,0.06,,,,,,,,,356400,-85.3,-85.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BHEL,408.7,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,80818500,0.16,0.16,0.16,0.16,0.16,,,,,,,,,850500,-85.52,-85.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
OFSS,11737,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,1242900,0.3,0.3,0.3,0.3,0.3,,,,,,,,,27800,-85.86,-85.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LICI,393.2,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,54798800,-1.23,-1.23,-1.23,-1.23,-1.23,,,,,,,,,1971200,-86.07,-86.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LUPIN,"2,418.7",0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,6624900,0.24,0.24,0.24,0.24,0.24,,,,,,,,,108375,-86.85,-86.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BAJFINANCE,"1,156.7",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,53350500,-0.15,-0.15,-0.15,-0.15,-0.15,,,,,,,,,741750,-87.0,-87.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MFSL,"1,533.1",0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,9300800,0.16,0.16,0.16,0.16,0.16,,,,,,,,,97200,-87.01,-87.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BEL,394.35,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,104794500,-0.16,-0.16,-0.16,-0.16,-0.16,,,,,,,,,1221225,-87.14,-87.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PGEL,612.05,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,11870250,2.28,2.28,2.28,2.28,2.28,,,,,,,,,597550,-87.45,-87.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BDL,"1,256.8",1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,7189725,0.14,0.14,0.14,0.14,0.14,,,,,,,,,140675,-87.57,-87.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TATASTEEL,193.24,0,0,0,0,0,0,0,0,0,0,0,175282250,0.6,0.6,0.6,0.6,0.6,,,,,,,,,3124000,-87.57,-87.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
UPL,584,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,34079605,0.33,0.33,0.33,0.33,0.33,,,,,,,,,430890,-87.93,-87.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TIINDIA,"2,762.4",-1.12,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12,2267400,0.08,0.08,0.08,0.08,0.08,,,,,,,,,34000,-88.4,-88.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
UNITDSPR,"1,530.8",-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,7656000,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,,,,48400,-88.91,-88.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TRENT,"3,076.5",-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,10415700,0.35,0.35,0.35,0.35,0.35,,,,,,,,,79200,-89.3,-89.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
JIOFIN,264.95,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,185351550,0.03,0.03,0.03,0.03,0.03,,,,,,,,,2650800,-89.37,-89.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
IEX,130.5,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,72932100,0.04,0.04,0.04,0.04,0.04,,,,,,,,,348000,-89.54,-89.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MAZDOCK,"2,411.2",1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,5015700,-0.1,-0.1,-0.1,-0.1,-0.1,,,,,,,,,58500,-89.67,-89.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BHARATFORG,"2,197.9",-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,7771000,0.16,0.16,0.16,0.16,0.16,,,,,,,,,115500,-89.84,-89.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SENSEX,"79,042.5",0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,35740,-1.22,-1.22,-1.22,-1.22,-1.22,,,,,,,,,2420,-90.06,-90.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PIDILITIND,1660,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,7267500,0.01,0.01,0.01,0.01,0.01,,,,,,,,,251000,-90.1,-90.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SBIN,1064,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,80717250,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,956250,-90.18,-90.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CROMPTON,268.95,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,60159150,0.03,0.03,0.03,0.03,0.03,,,,,,,,,266600,-90.43,-90.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INDIANB,858.45,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,12231000,0.14,0.14,0.14,0.14,0.14,,,,,,,,,223000,-90.5,-90.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NATIONALUM,380.55,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,43897500,0.36,0.36,0.36,0.36,0.36,,,,,,,,,971250,-90.5,-90.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DALBHARAT,"1,835.6",-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,3718975,0.03,0.03,0.03,0.03,0.03,,,,,,,,,29575,-90.67,-90.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
APOLLOHOSP,8979,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,1935250,0.35,0.35,0.35,0.35,0.35,,,,,,,,,19000,-90.85,-90.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ADANIENSOL,1634,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,19273275,0.04,0.04,0.04,0.04,0.04,,,,,,,,,62100,-90.89,-90.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GRASIM,"3,221.7",-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,12000250,0.24,0.24,0.24,0.24,0.24,,,,,,,,,95500,-90.93,-90.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ONGC,238.24,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,55514250,0.69,0.69,0.69,0.69,0.69,,,,,,,,,1253250,-91.07,-91.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NIFTY,"24,717.1",0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,12315550,0.15,0.15,0.15,0.15,0.15,,,,,,,,,261105,-91.15,-91.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ICICIPRULI,512.05,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,17976450,0.24,0.24,0.24,0.24,0.24,,,,,,,,,107300,-91.25,-91.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BANKNIFTY,58025,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,2150430,-0.76,-0.76,-0.76,-0.76,-0.76,,,,,,,,,52530,-91.35,-91.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BANKBARODA,248.11,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,130604175,0.13,0.13,0.13,0.13,0.13,,,,,,,,,1050075,-91.48,-91.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
OBEROIRLTY,"1,784.8",-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,5485550,0.28,0.28,0.28,0.28,0.28,,,,,,,,,56700,-91.56,-91.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HEROMOTOCO,5663,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,4644450,-0.22,-0.22,-0.22,-0.22,-0.22,,,,,,,,,67500,-91.58,-91.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
VBL,439.95,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,53705550,-0.17,-0.17,-0.17,-0.17,-0.17,,,,,,,,,244800,-91.68,-91.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HCLTECH,"1,345.1",-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,27209600,0.16,0.16,0.16,0.16,0.16,,,,,,,,,205200,-91.77,-91.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NESTLEIND,"1,521.1",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7612000,0.98,0.98,0.98,0.98,0.98,,,,,,,,,158500,-91.8,-91.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SUPREMEIND,"3,501.6",0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,2313150,0.03,0.03,0.03,0.03,0.03,,,,,,,,,14175,-91.82,-91.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ABCAPITAL,422.3,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,36986100,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,390600,-91.84,-91.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PERSISTENT,5540,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,3475125,0.23,0.23,0.23,0.23,0.23,,,,,,,,,29875,-91.96,-91.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
JSWENERGY,569.7,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,24483125,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,64500,-92.04,-92.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
KALYANKJIL,575,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,22540950,1.26,1.26,1.26,1.26,1.26,,,,,,,,,1291950,-92.1,-92.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INFY,"1,173.9",-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,85797200,0.08,0.08,0.08,0.08,0.08,,,,,,,,,644800,-92.28,-92.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TVSMOTOR,"4,410.4",-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,8470525,-0.44,-0.44,-0.44,-0.44,-0.44,,,,,,,,,89600,-92.29,-92.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
JUBLFOOD,468.45,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,17035000,1.44,1.44,1.44,1.44,1.44,,,,,,,,,895000,-92.57,-92.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LAURUSLABS,"1,846.6",0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,16688050,0.28,0.28,0.28,0.28,0.28,,,,,,,,,152150,-92.57,-92.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
WIPRO,186.98,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,214515000,0.02,0.02,0.02,0.02,0.02,,,,,,,,,876000,-92.63,-92.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SOLARINDS,18712,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,782950,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,5950,-92.66,-92.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MANKIND,2468,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,3239500,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,,,,11500,-92.72,-92.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
UNIONBANK,177.13,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,117833325,-0.14,-0.14,-0.14,-0.14,-0.14,,,,,,,,,1163775,-92.82,-92.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SUZLON,48.28,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,460286100,0.05,0.05,0.05,0.05,0.05,,,,,,,,,1574800,-92.9,-92.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SRF,"2,648.5",-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,4583200,0.07,0.07,0.07,0.07,0.07,,,,,,,,,19200,-92.91,-92.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SBILIFE,"1,880.8",-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,5657625,0.16,0.16,0.16,0.16,0.16,,,,,,,,,42750,-93.09,-93.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
