Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
CDSL,"1,333.8",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,10543100,0.25,0.25,0.25,0.25,0.25,,,,,,,,,39900,-97.02,-97.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ADANIPORTS,"1,708.8",0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,20668675,0.03,0.03,0.03,0.03,0.03,,,,,,,,,54625,-97.03,-97.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
360ONE,"1,187.2",-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,4185500,0.34,0.34,0.34,0.34,0.34,,,,,,,,,37000,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HDFCLIFE,543.85,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,47977600,0.09,0.09,0.09,0.09,0.09,,,,,,,,,172700,-97.13,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LTF,321.6,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,44853750,0.07,0.07,0.07,0.07,0.07,,,,,,,,,198000,-97.14,-97.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NAUKRI,"1,241.9",0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,13794550,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,46750,-97.17,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LICHSGFIN,505.3,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,30556000,0.13,0.13,0.13,0.13,0.13,,,,,,,,,75000,-97.22,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
RECLTD,364.5,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,44920575,0.02,0.02,0.02,0.02,0.02,,,,,,,,,88200,-97.23,-97.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PAYTM,1433,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,20475450,0.11,0.11,0.11,0.11,0.11,,,,,,,,,116000,-97.27,-97.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HDFCAMC,2562,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,6535500,0.14,0.14,0.14,0.14,0.14,,,,,,,,,16800,-97.33,-97.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BHARTIARTL,"1,968.9",0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,52821900,0.06,0.06,0.06,0.06,0.06,,,,,,,,,233225,-97.45,-97.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GMRAIRPORT,106.81,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,128814300,0.05,0.05,0.05,0.05,0.05,,,,,,,,,299925,-97.48,-97.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ADANIENT,"3,062.1",0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,15624585,0.04,0.04,0.04,0.04,0.04,,,,,,,,,31518,-97.51,-97.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DABUR,413.3,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,28543750,0.14,0.14,0.14,0.14,0.14,,,,,,,,,123750,-97.51,-97.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
KEI,"5,547.8",-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,1691200,0.13,0.13,0.13,0.13,0.13,,,,,,,,,18200,-97.54,-97.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INDUSINDBK,1023,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,33688900,0,0,0,0,0,,,,,,,,,72800,-97.55,-97.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
KOTAKBANK,398.4,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,172178000,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,248000,-97.57,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NTPC,348.05,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,100336500,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,,,,276000,-97.59,-97.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ITC,287.3,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,156274650,0,0,0,0,0,,,,,,,,,182850,-97.61,-97.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GODREJCP,"1,079.6",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,11453500,0.01,0.01,0.01,0.01,0.01,,,,,,,,,26500,-97.62,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
COCHINSHIP,1433,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,5322400,0.11,0.11,0.11,0.11,0.11,,,,,,,,,18800,-97.64,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BAJAJHLDNG,11492,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,344175,0.09,0.09,0.09,0.09,0.09,,,,,,,,,900,-97.71,-97.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
COALINDIA,416,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,74721150,0,0,0,0,0,,,,,,,,,86400,-97.83,-97.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INDHOTEL,739,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,20616000,0.03,0.03,0.03,0.03,0.03,,,,,,,,,47000,-97.99,-97.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
OIL,444.85,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,16136400,0.01,0.01,0.01,0.01,0.01,,,,,,,,,47600,-98.1,-98.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TORNTPHARM,"5,050.5",0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,3686875,0.08,0.08,0.08,0.08,0.08,,,,,,,,,7250,-98.14,-98.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CONCOR,518.5,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,21707500,0.01,0.01,0.01,0.01,0.01,,,,,,,,,33750,-98.17,-98.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INDIGO,5406,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,5480700,0.12,0.12,0.12,0.12,0.12,,,,,,,,,16950,-98.18,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INDUSTOWER,388.15,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,89797400,0.06,0.06,0.06,0.06,0.06,,,,,,,,,108800,-98.18,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NYKAA,332.45,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,47971875,0.49,0.49,0.49,0.49,0.49,,,,,,,,,534375,-98.25,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NAM-INDIA,1195,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,7433750,0.15,0.15,0.15,0.15,0.15,,,,,,,,,29375,-98.4,-98.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MARICO,855.65,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,18340800,0.21,0.21,0.21,0.21,0.21,,,,,,,,,130800,-98.44,-98.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
UNOMINDA,"1,253.3",-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,4875750,0.08,0.08,0.08,0.08,0.08,,,,,,,,,28050,-98.61,-98.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ICICIGI,"1,676.6",-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,5104775,0.05,0.05,0.05,0.05,0.05,,,,,,,,,20800,-98.81,-98.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
FOCIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
