Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
SWIGGY,287,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,67499450,0.14,0.14,0.14,0.14,0.14,,,,,,567575,-97.01,-97.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ADANIENSOL,"1,658.8",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,19413000,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,49275,-97.06,-97.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
KAYNES,"3,821.1",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4020150,0.15,0.15,0.15,0.15,0.15,,,,,,17250,-97.14,-97.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MANAPPURAM,365.95,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,60897000,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,654000,-97.18,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MARUTI,13989,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,2054700,0.44,0.44,0.44,0.44,0.44,,,,,,34500,-97.19,-97.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HYUNDAI,2180,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,4044150,0.34,0.34,0.34,0.34,0.34,,,,,,55825,-97.22,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PFC,419.3,0,0,0,0,0,0,0,0,0,0,53159600,0.06,0.06,0.06,0.06,0.06,,,,,,161200,-97.24,-97.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DIVISLAB,"8,428.5",0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,3409200,0.09,0.09,0.09,0.09,0.09,,,,,,61100,-97.25,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
EICHERMOT,7982,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,3816400,0.1,0.1,0.1,0.1,0.1,,,,,,24800,-97.35,-97.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NHPC,79.81,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,123466750,0.03,0.03,0.03,0.03,0.03,,,,,,562950,-97.45,-97.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
IOC,141.94,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,150154875,0.01,0.01,0.01,0.01,0.01,,,,,,628875,-97.51,-97.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LUPIN,"2,393.9",0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,6401350,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,29750,-97.54,-97.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BAJAJFINSV,2083,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,8191200,0.1,0.1,0.1,0.1,0.1,,,,,,59700,-97.55,-97.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DIXON,13706,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,2647900,0.29,0.29,0.29,0.29,0.29,,,,,,21100,-97.57,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MUTHOOTFIN,"2,898.3",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6926150,0.53,0.53,0.53,0.53,0.53,,,,,,188925,-97.64,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
RECLTD,367.5,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,44518950,0.03,0.03,0.03,0.03,0.03,,,,,,86625,-97.66,-97.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MAXHEALTH,"1,100.5",0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,9687825,0.01,0.01,0.01,0.01,0.01,,,,,,23100,-97.67,-97.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
TORNTPHARM,5044,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,3732125,0.04,0.04,0.04,0.04,0.04,,,,,,10625,-97.71,-97.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SUNPHARMA,"1,965.4",0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,13894300,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,57400,-97.99,-97.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DMART,4000,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,5051850,0.02,0.02,0.02,0.02,0.02,,,,,,8100,-98.09,-98.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CHOLAFIN,"1,876.4",0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,13194375,0.13,0.13,0.13,0.13,0.13,,,,,,58125,-98.17,-98.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SHREECEM,26540,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,367750,0.12,0.12,0.12,0.12,0.12,,,,,,1400,-98.17,-98.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
GAIL,174.4,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,95771900,0.22,0.22,0.22,0.22,0.22,,,,,,741950,-98.31,-98.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ULTRACEMCO,12007,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,1614300,0,0,0,0,0,,,,,,2800,-98.44,-98.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
AMBUJACEM,443.1,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,80056800,0.03,0.03,0.03,0.03,0.03,,,,,,92400,-98.58,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DALBHARAT,"1,825.7",-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,3785600,0.09,0.09,0.09,0.09,0.09,,,,,,5850,-98.99,-98.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ICICIGI,"1,657.8",-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,4993300,0.01,0.01,0.01,0.01,0.01,,,,,,6825,-99.24,-99.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
FOCIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
