Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Price,Price Chg%,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price chg (%),Volume chg (%),OI chg (%),Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg (%)
KFINTECH,8.09,859.4,905.0,855.05,898.9,46.45,5.45,-1.05,-2.89,134.0,2.62,-0.07,-10.29,157,14.04,15,1.96,-142,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,9.74,577.15,584.25,573.45,579.6,7.95,1.39,1.8,4.37,156.0,1.19,-0.07,-7.37,326,9.84,41,1.3,-285,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,6.5,1630.0,1673.5,1626.5,1668.0,55.6,3.45,-2.82,-8.96,818.0,5.53,0.05,10.87,902,22.21,658,35.07,-244,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,8.31,1117.85,1138.4,1107.05,1125.0,27.5,2.51,-2.09,-5.39,354.0,1.99,-0.14,-16.67,560,33.92,156,11.28,-404,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,8.12,303.4,308.2,303.4,307.95,8.35,2.79,1.05,3.05,331.0,1.95,0.04,5.97,12,0.42,104,5.45,92,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTM,7.52,4130.0,4194.9,4123.0,4194.9,107.8,2.64,0.39,1.21,199.0,1.28,-0.02,-2.53,235,15.12,150,12.3,-85,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,6.56,2385.0,2441.0,2385.0,2431.0,46.2,1.94,1.04,3.89,160.0,1.98,-0.11,-11.96,245,17.64,55,4.32,-190,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,9.27,358.95,359.05,356.5,357.35,3.9,1.1,-2.14,-5.55,246.0,3.12,0.0,0.0,4,0.23,6,0.77,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,7.23,2533.7,2560.0,2533.7,2557.0,32.1,1.27,1.09,3.57,436.0,5.9,0.02,2.9,-19,-3.11,2,0.48,21,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARUTI,5.97,13540.0,13579.0,13444.0,13550.0,173.0,1.29,0.08,0.3,564.0,2.07,0.01,2.04,175,1.59,232,4.32,57,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,8.15,146.97,148.7,146.97,148.29,2.0,1.37,1.51,4.35,205.0,1.8,-0.05,-7.35,74,4.94,-28,-2.73,-102,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,8.85,2337.0,2370.0,2331.2,2368.9,65.6,2.85,2.03,6.52,208.0,1.96,0.09,16.07,16,1.3,129,18.91,113,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUKRI,7.68,1188.0,1196.95,1180.5,1186.95,17.35,1.48,-0.48,-1.41,293.0,1.64,0.03,6.38,-5,-0.44,32,5.99,37,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC,8.92,95.2,96.0,94.65,95.53,1.23,1.3,1.98,5.13,184.0,2.5,0.0,0.0,-2,-0.21,6,0.85,8,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATANJALI,7.96,345.5,350.05,344.25,348.8,5.85,1.71,-0.05,-0.14,338.0,1.74,0.01,1.67,-81,-1.74,-11,-0.4,70,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSISTENT,9.03,5263.0,5340.0,5237.3,5340.0,155.0,2.99,1.08,2.79,512.0,2.13,0.02,2.15,133,3.72,177,5.3,44,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEL,10.63,584.9,586.85,580.2,583.05,7.4,1.29,1.84,4.04,314.0,5.35,-0.04,-5.63,64,4.97,-13,-1.42,-77,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,7.19,2033.6,2062.6,2025.1,2046.7,22.1,1.09,0.54,1.66,202.0,2.83,-0.02,-2.63,-1,-0.52,-5,-3.38,-4,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,5.56,1597.9,1607.9,1597.9,1604.5,21.6,1.36,-0.3,-1.19,200.0,2.3,0.02,2.99,-7,-1.74,3,1.11,10,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB,5.98,111.55,112.74,111.32,112.35,1.21,1.09,0.79,3.01,493.0,1.91,-0.01,-1.27,97,2.52,57,1.88,-40,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,9.95,1610.0,1643.7,1607.5,1625.7,21.0,1.31,-2.27,-5.36,414.0,5.54,0.01,1.72,2,0.32,2,0.54,0,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADICO,8.36,4170.0,4224.6,4151.7,4169.5,55.1,1.34,-0.25,-0.69,78.0,3.36,0.0,0.0,-5,-1.29,-2,-1.4,3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,7.08,360.45,362.25,358.85,360.25,5.25,1.48,-1.69,-4.97,186.0,2.23,0.04,5.71,-34,-2.22,30,2.8,64,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,6.71,628.65,633.3,623.4,625.9,11.9,1.94,-2.49,-7.74,388.0,1.73,-0.02,-2.6,335,7.79,166,5.0,-169,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,7.27,1027.9,1034.9,1006.7,1025.2,13.3,1.31,-0.84,-2.51,809.0,3.47,-0.01,-2.13,249,3.84,99,3.28,-150,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,9.58,252.98,257.5,250.36,256.48,8.0,3.22,-0.68,-1.56,215.0,1.08,-0.02,-2.78,92,2.46,-17,-0.64,-109,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,5.61,1120.0,1132.6,1109.0,1114.0,19.6,1.79,-1.32,-5.05,884.0,4.53,-0.01,-1.47,579,29.27,367,27.39,-212,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,5.86,2288.0,2315.0,2276.1,2314.2,60.1,2.67,0.36,1.41,1386.0,1.22,0.02,2.04,92,0.37,488,1.99,396,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHM,6.35,1575.0,1593.5,1572.7,1593.5,34.8,2.23,1.86,7.13,271.0,1.19,0.01,2.38,7,0.13,63,2.83,56,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIINDIA,9.09,2791.8,2853.0,2776.5,2837.1,48.3,1.73,1.01,2.7,379.0,5.69,0.0,0.0,-3,-1.65,-4,-1.91,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,6.39,4917.7,5009.0,4917.7,4983.6,73.4,1.49,-0.11,-0.38,392.0,1.31,0.03,4.35,51,2.72,90,6.95,39,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,8.11,1158.9,1158.9,1142.4,1143.5,12.7,1.12,-5.01,-12.94,81.0,1.22,-0.04,-3.36,-3,-1.18,-13,-4.28,-10,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,8.56,2694.6,2723.0,2694.6,2720.2,35.6,1.33,0.94,2.52,363.0,1.16,0.03,2.36,-85,-2.88,-11,-0.29,74,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,6.83,1120.0,1132.6,1117.7,1130.0,14.8,1.33,0.62,2.26,267.0,3.14,-0.01,-1.23,-2,-0.41,-3,-0.76,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report1_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,6.57,1123.4,1128.9,1107.1,1126.5,20.5,1.85,2.12,7,72.0,1.11,0,0,3,0.56,0,0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,8.43,7380.5,7380.5,7306.0,7316.5,-44,-0.6,-0.47,-1.31,94.0,0.76,0,0,23,0.83,-2,-0.11,-25,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL,8.35,397.05,400.4,397.0,399.25,3.6,0.91,1.61,4.72,13.0,0.17,0,0,-12,-0.94,-5,-0.45,7,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENSOL,8.72,1725.1,1725.1,1714.5,1715.3,2.6,0.15,3.45,9.51,47.0,0.26,-0.01,-1.52,2,0.11,-28,-2.38,-30,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENT,8.09,3055.5,3071.8,3055.0,3056.0,15.9,0.52,1.65,4.72,21.0,0.07,-0.01,-1.28,69,1.31,9,0.22,-60,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIGREEN,8.89,1420.0,1426.5,1416.9,1417.9,16.2,1.16,1.14,2.97,201.0,0.78,0,0,-33,-0.53,22,0.74,55,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS,6.54,1791.0,1795.0,1783.1,1790.4,9.9,0.56,1.69,6.32,47.0,0.16,0,0,7,0.17,0,0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-27.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
