Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
ICICIGI,"1,652.7",1.22,1.22,1.22,1.22,1.22,5154500,0.57,0.57,,,,,,,,,64350,-78.38,-78.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BPCL,327.8,2.07,2.07,2.07,2.07,2.07,40815350,0.38,0.38,,,,,,,,,793950,-78.7,-78.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BANKNIFTY,57750,0.57,0.57,0.57,0.57,0.57,2132370,0.81,0.81,,,,,,,,,85890,-79.26,-79.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GODREJCP,"1,081.4",1.13,1.13,1.13,1.13,1.13,10632500,0.64,0.64,,,,,,,,,144500,-79.65,-79.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NYKAA,339.15,1.34,1.34,1.34,1.34,1.34,44981250,0.81,0.81,,,,,,,,,1009375,-80.68,-80.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TMPV,350.1,2.5,2.5,2.5,2.5,2.5,75944000,-0.24,-0.24,,,,,,,,,2217600,-81.06,-81.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NIFTY,"24,618.9",0.68,0.68,0.68,0.68,0.68,12714325,0.74,0.74,,,,,,,,,438815,-81.23,-81.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BANKINDIA,140.28,1.4,1.4,1.4,1.4,1.4,98025200,-0.21,-0.21,,,,,,,,,1326000,-81.84,-81.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NATIONALUM,355,1.17,1.17,1.17,1.17,1.17,46428750,0.58,0.58,,,,,,,,,1565625,-82.87,-82.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SUZLON,49.26,2.37,2.37,2.37,2.37,2.37,458050900,-0.14,-0.14,,,,,,,,,4216400,-83.08,-83.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GAIL,175.15,-3.99,-3.99,-3.99,-3.99,-3.99,88980750,4.81,4.81,,,,,,,,,10110400,-83.24,-83.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PERSISTENT,5360,-3.75,-3.75,-3.75,-3.75,-3.75,3583500,0.03,0.03,,,,,,,,,324875,-83.24,-83.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LTF,319.35,2.41,2.41,2.41,2.41,2.41,49362750,0.29,0.29,,,,,,,,,1413000,-83.29,-83.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
UPL,612.7,0.85,0.85,0.85,0.85,0.85,30778825,0.42,0.42,,,,,,,,,285905,-83.73,-83.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
APOLLOHOSP,"8,933.5",-0.66,-0.66,-0.66,-0.66,-0.66,1919125,0.49,0.49,,,,,,,,,18500,-84.6,-84.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ABCAPITAL,422.5,4.03,4.03,4.03,4.03,4.03,36347500,1.59,1.59,,,,,,,,,4110600,-85.06,-85.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MCX,"2,669.8",-1.23,-1.23,-1.23,-1.23,-1.23,7234425,0.63,0.63,,,,,,,,,129150,-85.09,-85.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
INOXWIND,81.18,3.41,3.41,3.41,3.41,3.41,104697600,-0.29,-0.29,,,,,,,,,2227200,-85.12,-85.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CHOLAFIN,"1,906.5",2.67,2.67,2.67,2.67,2.67,12938750,1.27,1.27,,,,,,,,,435625,-85.4,-85.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
DIXON,13501,-2.28,-2.28,-2.28,-2.28,-2.28,2504250,1.25,1.25,,,,,,,,,162800,-85.4,-85.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GODREJPROP,"2,105.2",-0.39,-0.39,-0.39,-0.39,-0.39,7428850,0.34,0.34,,,,,,,,,64025,-85.81,-85.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MIDCPNIFTY,14876,0.4,0.4,0.4,0.4,0.4,1849800,0.19,0.19,,,,,,,,,28680,-86.06,-86.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
FORTIS,950.05,0.05,0.05,0.05,0.05,0.05,9172125,0.08,0.08,,,,,,,,,87575,-86.42,-86.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ADANIENT,3066,1.34,1.34,1.34,1.34,1.34,15904539,-0.21,-0.21,,,,,,,,,175512,-86.43,-86.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HINDPETRO,399.6,1.99,1.99,1.99,1.99,1.99,44412300,-0.13,-0.13,,,,,,,,,682425,-86.73,-86.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PETRONET,282.5,0.43,0.43,0.43,0.43,0.43,31745200,0.3,0.3,,,,,,,,,262200,-86.73,-86.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
APLAPOLLO,"1,850.1",1.61,1.61,1.61,1.61,1.61,4669700,-0.43,-0.43,,,,,,,,,175350,-86.87,-86.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ADANIGREEN,"1,418.4",2.05,2.05,2.05,2.05,2.05,26702400,-0.32,-0.32,,,,,,,,,309000,-87.12,-87.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PIIND,"2,782.8",1.11,1.11,1.11,1.11,1.11,2743125,-0.03,-0.03,,,,,,,,,14000,-87.46,-87.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HINDUNILVR,"2,116.8",0.51,0.51,0.51,0.51,0.51,15016200,0.1,0.1,,,,,,,,,142200,-87.54,-87.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ASHOKLEY,172.12,3.28,3.28,3.28,3.28,3.28,148535000,0.6,0.6,,,,,,,,,6515000,-87.67,-87.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
EICHERMOT,7937,0.98,0.98,0.98,0.98,0.98,3992100,0.4,0.4,,,,,,,,,81500,-87.84,-87.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ASIANPAINT,"2,781.7",1.09,1.09,1.09,1.09,1.09,7484000,0.07,0.07,,,,,,,,,85500,-88.06,-88.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
AMBUJACEM,439.45,1.13,1.13,1.13,1.13,1.13,79380000,-0.12,-0.12,,,,,,,,,356400,-89.02,-89.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CONCOR,528.7,0.65,0.65,0.65,0.65,0.65,21871250,0.07,0.07,,,,,,,,,101250,-89.05,-89.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BAJAJHLDNG,11356,-0.44,-0.44,-0.44,-0.44,-0.44,344175,1.03,1.03,,,,,,,,,10800,-89.08,-89.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ADANIENSOL,"1,669.4",1.22,1.22,1.22,1.22,1.22,19155150,0.2,0.2,,,,,,,,,245025,-89.32,-89.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
RVNL,228.83,1.27,1.27,1.27,1.27,1.27,34815550,-0.35,-0.35,,,,,,,,,440825,-89.49,-89.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LUPIN,"2,419.5",-0.38,-0.38,-0.38,-0.38,-0.38,6092375,0.26,0.26,,,,,,,,,71825,-89.5,-89.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GODFRYPHLP,"2,166.3",2.72,2.72,2.72,2.72,2.72,1769625,0.11,0.11,,,,,,,,,31900,-89.54,-89.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LT,"3,994.5",1.02,1.02,1.02,1.02,1.02,11680550,0.01,0.01,,,,,,,,,149625,-89.79,-89.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
FINNIFTY,26865,0.7,0.7,0.7,0.7,0.7,31740,0.38,0.38,,,,,,,,,1440,-89.92,-89.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ICICIBANK,"1,441.6",0.79,0.79,0.79,0.79,0.79,105723800,-0.15,-0.15,,,,,,,,,611100,-90.2,-90.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ONGC,241.85,-0.19,-0.19,-0.19,-0.19,-0.19,55221750,0.45,0.45,,,,,,,,,749250,-90.44,-90.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
COCHINSHIP,1437,0.53,0.53,0.53,0.53,0.53,5508000,-0.54,-0.54,,,,,,,,,92000,-90.56,-90.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
VOLTAS,"1,338.1",0.71,0.71,0.71,0.71,0.71,7065000,0.29,0.29,,,,,,,,,89625,-90.59,-90.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BAJAJ-AUTO,11503,-0.37,-0.37,-0.37,-0.37,-0.37,1935900,0.32,0.32,,,,,,,,,26175,-90.61,-90.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PNB,113.72,0.42,0.42,0.42,0.42,0.42,290816000,0.06,0.06,,,,,,,,,1856000,-90.72,-90.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CANBK,125.94,0.53,0.53,0.53,0.53,0.53,397818000,0.08,0.08,,,,,,,,,1903500,-90.74,-90.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CROMPTON,264.1,0.96,0.96,0.96,0.96,0.96,58976650,0,0,,,,,,,,,313900,-90.82,-90.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
JUBLFOOD,444.45,1.62,1.62,1.62,1.62,1.62,17076250,-0.11,-0.11,,,,,,,,,245000,-90.85,-90.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PRESTIGE,"1,629.7",0.48,0.48,0.48,0.48,0.48,5049450,0.1,0.1,,,,,,,,,48150,-90.97,-90.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ICICIPRULI,519.95,0.54,0.54,0.54,0.54,0.54,18617475,0.05,0.05,,,,,,,,,71225,-91.13,-91.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
OBEROIRLTY,"1,842.5",0.34,0.34,0.34,0.34,0.34,5418350,0.06,0.06,,,,,,,,,33950,-91.17,-91.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
IRFC,90.17,1.25,1.25,1.25,1.25,1.25,86300900,-0.28,-0.28,,,,,,,,,1128400,-91.33,-91.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
RADICO,"4,440.2",1.95,1.95,1.95,1.95,1.95,786150,0,0,,,,,,,,,13950,-91.44,-91.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
YESBANK,22.98,0.66,0.66,0.66,0.66,0.66,1186869300,-0.03,-0.03,,,,,,,,,3980800,-91.45,-91.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BANKBARODA,245.91,0.82,0.82,0.82,0.82,0.82,128284650,0.07,0.07,,,,,,,,,555750,-91.48,-91.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
UNITDSPR,"1,523.6",0.27,0.27,0.27,0.27,0.27,7910400,-0.06,-0.06,,,,,,,,,56400,-91.58,-91.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HINDALCO,988,0.88,0.88,0.88,0.88,0.88,52469900,0.34,0.34,,,,,,,,,476000,-91.78,-91.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PGEL,620.85,0.88,0.88,0.88,0.88,0.88,10822400,0.11,0.11,,,,,,,,,214700,-91.91,-91.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LAURUSLABS,1808,-0.27,-0.27,-0.27,-0.27,-0.27,16410950,0.24,0.24,,,,,,,,,323000,-91.98,-91.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NMDC,85.49,0.22,0.22,0.22,0.22,0.22,341955000,0.02,0.02,,,,,,,,,526500,-91.98,-91.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TATASTEEL,191.3,0.36,0.36,0.36,0.36,0.36,166705000,0.5,0.5,,,,,,,,,3423750,-92.08,-92.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ALKEM,5702,-1.08,-1.08,-1.08,-1.08,-1.08,1389250,-0.02,-0.02,,,,,,,,,10125,-92.28,-92.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HDFCBANK,754,0.27,0.27,0.27,0.27,0.27,297901500,0.12,0.12,,,,,,,,,1235650,-92.4,-92.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CAMS,807.5,1.16,1.16,1.16,1.16,1.16,6996825,0.04,0.04,,,,,,,,,80850,-92.41,-92.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TATACONSUM,"1,093.6",0.45,0.45,0.45,0.45,0.45,15631000,-0.01,-0.01,,,,,,,,,72600,-92.42,-92.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SHRIRAMFIN,"1,066.8",1.6,1.6,1.6,1.6,1.6,26499825,0.24,0.24,,,,,,,,,441375,-92.63,-92.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
VEDL,267.85,0.89,0.89,0.89,0.89,0.89,49646650,-0.06,-0.06,,,,,,,,,448500,-92.63,-92.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
RBLBANK,376.9,0.45,0.45,0.45,0.45,0.45,45583475,0.16,0.16,,,,,,,,,717550,-92.67,-92.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MARICO,873.6,-0.19,-0.19,-0.19,-0.19,-0.19,15625200,0.4,0.4,,,,,,,,,224400,-92.73,-92.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
UNOMINDA,"1,198.2",0.95,0.95,0.95,0.95,0.95,4443450,-0.31,-0.31,,,,,,,,,51700,-92.74,-92.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SAIL,171.9,1.52,1.52,1.52,1.52,1.52,180165100,0.01,0.01,,,,,,,,,1184400,-92.89,-92.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
KOTAKBANK,393.55,0.6,0.6,0.6,0.6,0.6,176124000,0.01,0.01,,,,,,,,,516000,-92.9,-92.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
FORCEMOT,18409,2.33,2.33,2.33,2.33,2.33,262525,0.02,0.02,,,,,,,,,8925,-92.96,-92.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TVSMOTOR,"4,349.9",0.62,0.62,0.62,0.62,0.62,9613100,0.34,0.34,,,,,,,,,129850,-92.98,-92.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
DLF,663.95,0.48,0.48,0.48,0.48,0.48,46355250,0.11,0.11,,,,,,,,,223250,-93.03,-93.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HEROMOTOCO,"5,452.5",0.95,0.95,0.95,0.95,0.95,4636500,0.61,0.61,,,,,,,,,64050,-93.08,-93.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
OIL,458.9,-0.25,-0.25,-0.25,-0.25,-0.25,16016000,0.07,0.07,,,,,,,,,100800,-93.09,-93.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SONACOMS,773.25,0.61,0.61,0.61,0.61,0.61,10381875,0.64,0.64,,,,,,,,,173950,-93.09,-93.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TRENT,"3,032.6",0.63,0.63,0.63,0.63,0.63,10838700,-0.05,-0.05,,,,,,,,,37800,-93.09,-93.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ADANIPOWER,214.35,0.94,0.94,0.94,0.94,0.94,154804850,0.08,0.08,,,,,,,,,809400,-93.14,-93.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HINDZINC,545.3,0.74,0.74,0.74,0.74,0.74,29279950,-0.08,-0.08,,,,,,,,,197225,-93.17,-93.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BSE,3663,0.23,0.23,0.23,0.23,0.23,8470200,0.98,0.98,,,,,,,,,184600,-93.24,-93.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
JSWSTEEL,"1,287.6",0.82,0.82,0.82,0.82,0.82,39659625,0.02,0.02,,,,,,,,,151200,-93.32,-93.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BAJFINANCE,1174,2.55,2.55,2.55,2.55,2.55,60594750,0.83,0.83,,,,,,,,,1956750,-93.34,-93.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
UNIONBANK,174.01,1.17,1.17,1.17,1.17,1.17,119519250,0.1,0.1,,,,,,,,,703575,-93.41,-93.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
JIOFIN,258.45,0.43,0.43,0.43,0.43,0.43,177535450,0.43,0.43,,,,,,,,,3522650,-93.47,-93.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
COALINDIA,415.5,0.04,0.04,0.04,0.04,0.04,80264250,-0.03,-0.03,,,,,,,,,417150,-93.48,-93.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PIDILITIND,"1,636.9",1.07,1.07,1.07,1.07,1.07,7627500,-0.12,-0.12,,,,,,,,,46500,-93.48,-93.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HDFCLIFE,553.45,0.37,0.37,0.37,0.37,0.37,46005300,0.45,0.45,,,,,,,,,392700,-93.53,-93.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
KALYANKJIL,621,1.17,1.17,1.17,1.17,1.17,23986800,-0.57,-0.57,,,,,,,,,550800,-93.66,-93.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SBIN,1038,0.52,0.52,0.52,0.52,0.52,80937000,0.02,0.02,,,,,,,,,404250,-93.69,-93.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HAVELLS,1273,0.76,0.76,0.76,0.76,0.76,9492000,-0.19,-0.19,,,,,,,,,59500,-93.7,-93.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
JSWENERGY,562.9,0.98,0.98,0.98,0.98,0.98,25098025,-0.09,-0.09,,,,,,,,,111800,-93.72,-93.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HAL,"4,672.2",0.36,0.36,0.36,0.36,0.36,5114400,0.07,0.07,,,,,,,,,36450,-93.79,-93.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SHREECEM,26380,3.21,3.21,3.21,3.21,3.21,356875,-0.23,-0.23,,,,,,,,,14175,-93.81,-93.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ZYDUSLIFE,1124,-0.77,-0.77,-0.77,-0.77,-0.77,9815400,0.02,0.02,,,,,,,,,45000,-93.84,-93.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ASTRAL,"1,436.4",0.8,0.8,0.8,0.8,0.8,7263250,-0.03,-0.03,,,,,,,,,45475,-93.89,-93.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BAJAJFINSV,"2,073.8",1.85,1.85,1.85,1.85,1.85,8701800,0.22,0.22,,,,,,,,,254700,-94.03,-94.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MAXHEALTH,1110,0.54,0.54,0.54,0.54,0.54,9731400,0.44,0.44,,,,,,,,,79800,-94.1,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MOTHERSON,153.67,1.37,1.37,1.37,1.37,1.37,126388650,0.25,0.25,,,,,,,,,1943400,-94.1,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BEL,392.35,0.65,0.65,0.65,0.65,0.65,103053150,0.05,0.05,,,,,,,,,675450,-94.12,-94.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LICI,427.2,0.97,0.97,0.97,0.97,0.97,18564000,-0.09,-0.09,,,,,,,,,92400,-94.14,-94.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HYUNDAI,"2,228.4",2.97,2.97,2.97,2.97,2.97,4109875,0.86,0.86,,,,,,,,,240350,-94.16,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
RELIANCE,1315,0.28,0.28,0.28,0.28,0.28,102741000,0.03,0.03,,,,,,,,,658500,-94.21,-94.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
AUROPHARMA,"1,579.5",-0.31,-0.31,-0.31,-0.31,-0.31,9959400,0.16,0.16,,,,,,,,,36300,-94.22,-94.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
