Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
KEI,4895,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,2034550,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,3675,-98.76,-98.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
VMM,110.56,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,41040700,0,0,0,0,0,,,,,,,,,77600,-98.77,-98.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SUNPHARMA,"1,992.8",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14204400,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,30450,-98.79,-98.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
DALBHARAT,1832,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3850600,0,0,0,0,0,,,,,,,,,12025,-98.8,-98.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
VEDL,262.8,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,49678850,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,157550,-98.81,-98.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
UNIONBANK,169.45,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,120329025,0.08,0.08,0.08,0.08,0.08,,,,,,,,,336300,-98.82,-98.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
HAVELLS,"1,237.9",0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,9506500,0.09,0.09,0.09,0.09,0.09,,,,,,,,,23500,-98.86,-98.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
COCHINSHIP,"1,403.9",1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,5469600,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,14800,-98.89,-98.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NTPC,346.25,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,99696000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,303000,-98.92,-98.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PETRONET,277.7,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,31179000,0.05,0.05,0.05,0.05,0.05,,,,,,,,,96900,-98.93,-98.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ADANIGREEN,1388,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,26125800,0.09,0.09,0.09,0.09,0.09,,,,,,,,,69600,-98.94,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
LICHSGFIN,541.85,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,23257000,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,35000,-98.94,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GMRAIRPORT,108.5,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,125898750,0.02,0.02,0.02,0.02,0.02,,,,,,,,,369675,-98.95,-98.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
KOTAKBANK,389.1,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,179570000,0.01,0.01,0.01,0.01,0.01,,,,,,,,,232000,-98.95,-98.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NESTLEIND,"1,503.1",0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,9857500,0.15,0.15,0.15,0.15,0.15,,,,,,,,,46500,-98.96,-98.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
UPL,609.5,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,30436010,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,86720,-98.96,-98.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
YESBANK,22.99,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,1198749500,0.06,0.06,0.06,0.06,0.06,,,,,,,,,3918600,-99.02,-99.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
OIL,446,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,15894200,0.13,0.13,0.13,0.13,0.13,,,,,,,,,53200,-99.11,-99.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BAJAJHLDNG,10866,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,323175,0.05,0.05,0.05,0.05,0.05,,,,,,,,,300,-99.12,-99.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
HAL,4614,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,5031150,0.07,0.07,0.07,0.07,0.07,,,,,,,,,10500,-99.13,-99.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NHPC,78.63,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,124995750,0.05,0.05,0.05,0.05,0.05,,,,,,,,,166800,-99.15,-99.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PAGEIND,40430,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,245900,0.02,0.02,0.02,0.02,0.02,,,,,,,,,580,-99.16,-99.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
JSWENERGY,551.9,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,24809925,0.05,0.05,0.05,0.05,0.05,,,,,,,,,38700,-99.19,-99.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TATACONSUM,1100,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,15451700,0.01,0.01,0.01,0.01,0.01,,,,,,,,,30800,-99.2,-99.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
CROMPTON,250.6,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,57665150,0.03,0.03,0.03,0.03,0.03,,,,,,,,,90300,-99.25,-99.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
IDEA,13.17,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,5926849950,0.01,0.01,0.01,0.01,0.01,,,,,,,,,8862900,-99.25,-99.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PFC,418.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,46335900,0.05,0.05,0.05,0.05,0.05,,,,,,,,,83200,-99.26,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NMDC,84.9,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,341988750,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,472500,-99.29,-99.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TIINDIA,"2,853.7",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1908200,0.06,0.06,0.06,0.06,0.06,,,,,,,,,3000,-99.29,-99.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PIIND,"2,724.9",0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,2752400,0.01,0.01,0.01,0.01,0.01,,,,,,,,,3500,-99.31,-99.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
MFSL,"1,513.5",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9236400,0.04,0.04,0.04,0.04,0.04,,,,,,,,,10400,-99.41,-99.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ICICIGI,"1,690.8",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,5074550,0.03,0.03,0.03,0.03,0.03,,,,,,,,,3250,-99.53,-99.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GODREJCP,"1,076.5",0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,10142000,0.01,0.01,0.01,0.01,0.01,,,,,,,,,6000,-99.6,-99.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
HYUNDAI,"2,005.7",0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,3945700,0.06,0.06,0.06,0.06,0.06,,,,,,,,,4125,-99.64,-99.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
