Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target,Replay Eligible,Filter Reason,High,Low,Close,Outcome,Outcome Reason,Exit Price,Points,Return %
MAZDOCK,2310.0,0.57,4910625.0,0.13,,,,,,,,,20925.0,-98.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2310.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
TATAPOWER,374.15,0.36,64422050.0,0.13,,,,,,,,,424850.0,-98.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,374.15,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
CROMPTON,250.6,0.66,57665150.0,0.03,,,,,,,,,90300.0,-99.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,250.6,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
TIINDIA,2853.7,0.4,1908200.0,0.06,,,,,,,,,3000.0,-99.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2853.7,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PIDILITIND,1636.6,0.34,7634500.0,0.08,,,,,,,,,27500.0,-98.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1636.6,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
GODFRYPHLP,1975.4,0.4,2253625.0,0.47,,,,,,,,,34100.0,-98.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1975.4,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BDL,1235.9,0.77,7106000.0,0.25,,,,,,,,,38675.0,-98.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1235.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NAM-INDIA,1151.8,0.92,6958750.0,0.03,,,,,,,,,13125.0,-98.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1151.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
RBLBANK,368.05,0.51,45361225.0,0.15,,,,,,,,,200025.0,-98.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,368.05,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
VOLTAS,1319.6,0.09,7268250.0,0.07,,,,,,,,,26250.0,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1319.6,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ONGC,239.98,0.04,53514000.0,0.13,,,,,,,,,317250.0,-98.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,239.98,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
GODREJPROP,2155.0,0.22,7667725.0,0.37,,,,,,,,,62075.0,-97.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2155.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BAJAJFINSV,1943.5,0.54,8833800.0,0.01,,,,,,,,,33900.0,-97.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1943.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
DELHIVERY,475.75,0.22,23356200.0,0.3,,,,,,,,,205425.0,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,475.75,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HDFCAMC,2561.3,0.65,6127500.0,0.05,,,,,,,,,25200.0,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2561.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
INDIANB,841.55,0.52,12509000.0,0.13,,,,,,,,,68000.0,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,841.55,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
JUBLFOOD,436.55,0.37,17235000.0,0.15,,,,,,,,,107500.0,-97.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,436.55,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
CONCOR,526.7,0.43,22096250.0,0.08,,,,,,,,,171250.0,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,526.7,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SUPREMEIND,3435.8,0.59,2266950.0,0.15,,,,,,,,,29225.0,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3435.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ULTRACEMCO,12103.0,0.82,1740800.0,0.05,,,,,,,,,7750.0,-98.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,12103.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
INDHOTEL,740.2,0.35,21433000.0,0.08,,,,,,,,,61000.0,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,740.2,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BEL,390.55,0.17,99456450.0,0.41,,,,,,,,,775200.0,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,390.55,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SBIN,1023.9,0.61,80762250.0,0.04,,,,,,,,,281250.0,-98.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1023.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
APLAPOLLO,1871.1,0.82,4396350.0,0.1,,,,,,,,,15400.0,-98.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1871.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ITC,287.15,0.49,157437300.0,0.02,,,,,,,,,759000.0,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,287.15,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
CANBK,125.85,0.7,403582500.0,0.02,,,,,,,,,1485000.0,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,125.85,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NBCC,95.45,0.58,100997000.0,0.12,,,,,,,,,377000.0,-98.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,95.45,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
LICI,424.5,0.37,18153800.0,0.14,,,,,,,,,56000.0,-98.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,424.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SHREECEM,26850.0,0.3,313275.0,0.28,,,,,,,,,1175.0,-98.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,26850.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
OBEROIRLTY,1840.1,0.04,5502350.0,0.06,,,,,,,,,15400.0,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1840.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
DABUR,430.5,0.73,29900000.0,0.01,,,,,,,,,112500.0,-98.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,430.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BLUESTARCO,1660.0,0.76,3124550.0,0.03,,,,,,,,,9750.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1660.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NYKAA,331.6,0.23,43715625.0,0.05,,,,,,,,,78125.0,-98.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,331.6,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PATANJALI,345.25,0.25,30197825.0,0.03,,,,,,,,,198875.0,-98.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,345.25,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
INDUSINDBK,1003.0,0.69,35220500.0,0.05,,,,,,,,,81900.0,-98.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1003.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BOSCHLTD,41520.0,0.51,197875.0,0.08,,,,,,,,,550.0,-98.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,41520.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ADANIENSOL,1667.2,0.66,19828800.0,0.1,,,,,,,,,108000.0,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1667.2,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
FORTIS,956.7,0.57,9039600.0,0.09,,,,,,,,,32550.0,-98.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,956.7,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HINDUNILVR,2070.0,1.85,17493300.0,-0.01,,,,,,,,,870900.0,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,2070.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NIFTYNXT50,72500.0,0.53,15750.0,-0.47,,,,,,,,,375.0,-94.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,72500.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
OFSS,11615.0,1.87,1296600.0,-0.07,,,,,,,,,39400.0,-92.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,11615.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SAIL,170.8,2.45,191421600.0,-0.02,,,,,,,,,1706100.0,-96.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,170.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BHARTIARTL,1935.0,1.09,58239275.0,-0.09,,,,,,,,,284525.0,-94.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1935.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
UNOMINDA,1189.1,1.6,4656850.0,-0.17,,,,,,,,,47300.0,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1189.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BANKNIFTY,57271.0,0.46,2157300.0,-0.28,,,,,,,,,59040.0,-93.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,57271.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SUNPHARMA,1992.8,0.4,14204400.0,-0.03,,,,,,,,,30450.0,-98.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1992.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NMDC,84.9,0.81,341988750.0,-0.02,,,,,,,,,472500.0,-99.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,84.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
LICHSGFIN,541.85,0.57,23257000.0,-0.01,,,,,,,,,35000.0,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,541.85,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
VEDL,262.8,0.94,49678850.0,-0.06,,,,,,,,,157550.0,-98.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,262.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PNBHOUSING,1072.3,0.67,7515300.0,-0.01,,,,,,,,,52000.0,-98.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1072.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
KEI,4895.0,0.82,2034550.0,-0.02,,,,,,,,,3675.0,-98.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,4895.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ANGELONE,304.75,0.23,26390000.0,-0.05,,,,,,,,,147500.0,-98.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,304.75,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HINDZINC,532.0,0.66,28054950.0,-0.07,,,,,,,,,99225.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,532.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HINDALCO,948.0,0.6,52157700.0,-0.02,,,,,,,,,169400.0,-98.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,948.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
IREDA,118.2,0.68,63607925.0,-0.03,,,,,,,,,352950.0,-97.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,118.2,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
JIOFIN,239.62,0.68,168645400.0,-0.13,,,,,,,,,740250.0,-98.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,239.62,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
TATASTEEL,185.15,0.83,161403000.0,-0.12,,,,,,,,,987250.0,-97.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,185.15,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ASTRAL,1456.1,0.55,7039700.0,-0.03,,,,,,,,,25500.0,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1456.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
GRASIM,3144.3,0.79,11928500.0,-0.02,,,,,,,,,21000.0,-97.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,3144.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ADANIPOWER,210.75,0.66,152153000.0,-0.03,,,,,,,,,816500.0,-98.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,210.75,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
RECLTD,365.1,0.01,41748525.0,-0.08,,,,,,,,,182700.0,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,365.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SENSEX,77500.0,0.68,24500.0,-6.56,,,,,,,,,4700.0,-50.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,OI Reduction,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,77500.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
TATAELXSI,3629.3,0.69,2720750.0,-0.26,,,,,,,,,49875.0,-95.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,3629.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
AMBER,7332.0,1.26,1334300.0,-0.09,,,,,,,,,8100.0,-98.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,7332.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
COCHINSHIP,1403.9,1.08,5469600.0,-0.03,,,,,,,,,14800.0,-98.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1403.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
RVNL,225.25,1.22,34157200.0,-0.08,,,,,,,,,413875.0,-96.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,225.25,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SONACOMS,726.0,1.23,10800825.0,-0.22,,,,,,,,,72275.0,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,726.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
UPL,609.5,1.04,30436010.0,-0.02,,,,,,,,,86720.0,-98.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,609.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MAXHEALTH,1116.5,0.58,9750825.0,-0.05,,,,,,,,,31500.0,-96.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1116.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
IRFC,88.28,0.95,81922925.0,-0.08,,,,,,,,,580475.0,-97.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,88.28,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BANKEX,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,,,,False,Missing trade parameters,,,,FILTERED,Missing trade parameters,,0.0,0.0
