Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target,Replay Eligible,Filter Reason,High,Low,Close,Outcome,Outcome Reason,Exit Price,Points,Return %,Win
IREDA,118.3,-1.18,45096150.0,-1.5,,,,,,,,,1986475.0,-91.23,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,118.3,120.666,113.568,True,Eligible,116.74,114.13,116.11,EOD EXIT,Neither target nor stop reached; exited at close,116.11,2.1899999999999977,1.8512256973795416,False
GLENMARK,2197.0,-10.2,8698875.0,0.36,,,,,,,,,254625.0,-91.04,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,2197.0,2240.94,2109.12,True,Eligible,2218.2,2190.7,2205.3,EOD EXIT,Neither target nor stop reached; exited at close,2205.3,-8.300000000000182,-0.3777878925808003,False
GMRAIRPORT,106.28,-1.32,92042100.0,0.54,,,,,,,,,3285225.0,-90.2,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,106.28,108.4056,102.0288,True,Eligible,108.06,106.17,107.64,EOD EXIT,Neither target nor stop reached; exited at close,107.64,-1.3599999999999994,-1.2796386902521637,False
APLAPOLLO,1812.7,-18.1,4383050.0,0.1,,,,,,,,,135100.0,-91.38,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1812.7,1848.954,1740.192,True,Eligible,1841.6,1808.4,1833.4,EOD EXIT,Neither target nor stop reached; exited at close,1833.4,-20.700000000000045,-1.1419429580184282,False
ICICIBANK,1424.3,-10.1,70886900.0,0.65,,,,,,,,,2219700.0,-91.29,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1424.3,1452.786,1367.328,True,Eligible,1435.6,1414.2,1428.1,EOD EXIT,Neither target nor stop reached; exited at close,1428.1,-3.7999999999999545,-0.2667977251983399,False
ASHOKLEY,148.7,-2.16,110860000.0,0.29,,,,,,,,,3505000.0,-91.24,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,148.7,151.67399999999998,142.75199999999998,True,Eligible,152.36,148.14,152.15,STOP LOSS HIT,Stop loss breached during replay range,151.67399999999998,-2.973999999999989,-1.999999999999993,False
PNB,109.45,-0.65,174096000.0,0.34,,,,,,,,,5816000.0,-93.12,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,109.45,111.639,105.072,True,Eligible,111.41,109.43,111.14,EOD EXIT,Neither target nor stop reached; exited at close,111.14,-1.6899999999999975,-1.5440840566468683,False
BHEL,405.95,-3.7,51282000.0,0.17,,,,,,,,,1924125.0,-92.92,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,405.95,414.069,389.712,True,Eligible,420.5,404.75,419.55,STOP LOSS HIT,Stop loss breached during replay range,414.069,-8.119000000000028,-2.000000000000007,False
TATASTEEL,182.02,-2.34,114653000.0,-0.03,,,,,,,,,3033250.0,-93.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,182.02,185.6604,174.7392,True,Eligible,184.75,182.1,183.98,EOD EXIT,Neither target nor stop reached; exited at close,183.98,-1.9599999999999795,-1.0768047467311173,False
INDIANB,818.8,-7.3,12830000.0,0.12,,,,,,,,,362000.0,-93.09,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,818.8,835.1759999999999,786.0479999999999,True,Eligible,833.05,816.05,828.8,EOD EXIT,Neither target nor stop reached; exited at close,828.8,-10.0,-1.2212994626282363,False
NTPC,346.45,-2.0,94143000.0,0.07,,,,,,,,,1815000.0,-92.98,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,346.45,353.379,332.592,True,Eligible,351.25,346.45,349.1,EOD EXIT,Neither target nor stop reached; exited at close,349.1,-2.650000000000034,-0.7649011401356716,False
JSWENERGY,550.7,-8.75,14394250.0,-0.26,,,,,,,,,733150.0,-93.47,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,550.7,561.714,528.672,True,Eligible,558.9,548.95,555.15,EOD EXIT,Neither target nor stop reached; exited at close,555.15,-4.449999999999932,-0.8080624659524117,False
TVSMOTOR,3879.8,-34.9,7434175.0,1.24,,,,,,,,,345450.0,-93.48,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,3879.8,3957.396,3724.608,True,Eligible,3916.0,3846.3,3883.5,EOD EXIT,Neither target nor stop reached; exited at close,3883.5,-3.699999999999818,-0.095365740502083,False
GAIL,170.99,-0.83,47317950.0,0.77,,,,,,,,,1806950.0,-93.57,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,170.99,174.40980000000002,164.1504,True,Eligible,172.0,167.67,170.66,EOD EXIT,Neither target nor stop reached; exited at close,170.66,0.3300000000000125,0.1929937423241198,False
NIFTYNXT50,71317.2,-504.6,11450.0,-0.87,,,,,,,,,650.0,-93.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,71317.2,72743.544,68464.51199999999,True,Eligible,72199.8,71400.0,72094.2,EOD EXIT,Neither target nor stop reached; exited at close,72094.2,-777.0,-1.0894987464454575,False
BHARATFORG,2155.9,-25.7,4977000.0,0.07,,,,,,,,,206000.0,-93.61,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,2155.9,2199.018,2069.664,True,Eligible,2181.5,2142.2,2165.8,EOD EXIT,Neither target nor stop reached; exited at close,2165.8,-9.900000000000093,-0.4592049724013214,False
POWERGRID,289.0,-0.5,39466800.0,0.07,,,,,,,,,999400.0,-93.3,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,289.0,294.78000000000003,277.44,True,Eligible,290.8,287.55,289.25,EOD EXIT,Neither target nor stop reached; exited at close,289.25,-0.25,-0.0865051903114186,False
KOTAKBANK,382.75,-1.2,102640000.0,1.3,,,,,,,,,2768000.0,-93.29,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,382.75,390.405,367.44,True,Eligible,389.2,381.6,387.5,EOD EXIT,Neither target nor stop reached; exited at close,387.5,-4.75,-1.2410189418680602,False
JUBLFOOD,412.5,-1.1,13425000.0,-0.53,,,,,,,,,455000.0,-93.22,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,412.5,420.75,396.0,True,Eligible,417.5,408.25,416.4,EOD EXIT,Neither target nor stop reached; exited at close,416.4,-3.899999999999977,-0.94545454545454,False
M&M,3182.1,-42.7,10007600.0,0.53,,,,,,,,,352200.0,-93.8,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,3182.1,3245.742,3054.816,True,Eligible,3235.1,3151.0,3174.9,EOD EXIT,Neither target nor stop reached; exited at close,3174.9,7.199999999999818,0.2262656736117601,False
UNOMINDA,1110.1,-20.5,2912800.0,0.61,,,,,,,,,126500.0,-93.94,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1110.1,1132.302,1065.696,True,Eligible,1136.3,1105.1,1130.8,STOP LOSS HIT,Stop loss breached during replay range,1132.302,-22.202,-2.0,False
BOSCHLTD,41760.0,-520.0,125325.0,-0.46,,,,,,,,,7050.0,-93.96,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,41760.0,42595.2,40089.6,True,Eligible,41945.0,41440.0,41705.0,EOD EXIT,Neither target nor stop reached; exited at close,41705.0,55.0,0.1317049808429118,False
HDFCBANK,741.2,-7.2,143384800.0,0.29,,,,,,,,,4011800.0,-94.09,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,741.2,756.0240000000001,711.552,True,Eligible,753.0,742.1,748.1,EOD EXIT,Neither target nor stop reached; exited at close,748.1,-6.899999999999977,-0.930922827846732,False
MFSL,1496.1,-11.1,6556800.0,0.77,,,,,,,,,117200.0,-94.12,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1496.1,1526.022,1436.256,True,Eligible,1533.0,1493.6,1526.3,STOP LOSS HIT,Stop loss breached during replay range,1526.022,-29.922000000000025,-2.0000000000000018,False
HINDUNILVR,2156.2,-5.0,13912800.0,0.38,,,,,,,,,274500.0,-94.15,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,2156.2,2199.324,2069.952,True,Eligible,2175.4,2152.9,2157.7,EOD EXIT,Neither target nor stop reached; exited at close,2157.7,-1.5,-0.0695668305352008,False
BPCL,306.0,-3.45,31929825.0,0.3,,,,,,,,,985525.0,-94.17,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,306.0,312.12,293.76,True,Eligible,313.45,307.25,312.35,STOP LOSS HIT,Stop loss breached during replay range,312.12,-6.1200000000000045,-2.0000000000000013,False
NYKAA,320.8,-3.7,28643750.0,0.39,,,,,,,,,984375.0,-94.21,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,320.8,327.216,307.968,True,Eligible,325.55,319.0,324.9,EOD EXIT,Neither target nor stop reached; exited at close,324.9,-4.099999999999966,-1.278054862842882,False
LTF,300.5,-3.95,33504750.0,-0.06,,,,,,,,,1194750.0,-94.23,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,300.5,306.51,288.48,True,Eligible,302.0,293.55,299.6,EOD EXIT,Neither target nor stop reached; exited at close,299.6,0.8999999999999773,0.2995008319467478,False
DIVISLAB,7272.0,-6.0,2121400.0,0.36,,,,,,,,,88200.0,-94.33,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,7272.0,7417.44,6981.12,True,Eligible,7328.0,7225.5,7299.0,EOD EXIT,Neither target nor stop reached; exited at close,7299.0,-27.0,-0.3712871287128713,False
PNBHOUSING,1064.4,-3.6,4885400.0,-0.46,,,,,,,,,142350.0,-94.36,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,1064.4,1085.688,1021.824,True,Eligible,1068.0,1037.0,1056.4,EOD EXIT,Neither target nor stop reached; exited at close,1056.4,8.0,0.7515971439308531,False
CUMMINSIND,5581.0,-14.5,3159800.0,0.51,,,,,,,,,71200.0,-94.39,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,5581.0,5692.62,5357.76,True,Eligible,5688.0,5570.0,5645.0,EOD EXIT,Neither target nor stop reached; exited at close,5645.0,-64.0,-1.1467478946425371,False
ITC,281.35,-0.3,94057350.0,0.17,,,,,,,,,1995825.0,-94.42,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,281.35,286.97700000000003,270.096,True,Eligible,286.95,281.55,285.35,EOD EXIT,Neither target nor stop reached; exited at close,285.35,-4.0,-1.4217167229429537,False
IDFCFIRSTB,79.19,-0.71,233321900.0,-0.17,,,,,,,,,6650175.0,-93.36,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,79.19,80.7738,76.02239999999999,True,Eligible,81.49,79.26,81.23,STOP LOSS HIT,Stop loss breached during replay range,80.7738,-1.5837999999999963,-1.999999999999996,False
PATANJALI,335.7,-1.85,21942900.0,-1.34,,,,,,,,,834200.0,-93.43,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,335.7,342.414,322.272,True,Eligible,345.35,331.7,342.95,STOP LOSS HIT,Stop loss breached during replay range,342.414,-6.713999999999999,-2.0,False
DABUR,421.3,-1.45,20313750.0,0.88,,,,,,,,,601250.0,-93.24,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,421.3,429.726,404.448,True,Eligible,427.75,420.15,425.2,EOD EXIT,Neither target nor stop reached; exited at close,425.2,-3.899999999999977,-0.9257061476382572,False
HYUNDAI,1942.8,-17.8,3602500.0,-0.42,,,,,,,,,110825.0,-93.78,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,1942.8,1981.656,1865.088,True,Eligible,1949.7,1898.8,1923.0,EOD EXIT,Neither target nor stop reached; exited at close,1923.0,19.799999999999955,1.0191476219888798,False
MAXHEALTH,1076.8,-6.9,6468525.0,0.51,,,,,,,,,265125.0,-93.69,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1076.8,1098.336,1033.7279999999998,True,Eligible,1088.8,1072.9,1083.7,EOD EXIT,Neither target nor stop reached; exited at close,1083.7,-6.900000000000091,-0.6407875185735598,False
SIEMENS,3638.2,-36.7,2530850.0,0.31,,,,,,,,,97475.0,-93.61,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,3638.2,3710.964,3492.672,True,Eligible,3675.0,3568.0,3661.2,EOD EXIT,Neither target nor stop reached; exited at close,3661.2,-23.0,-0.6321807487218954,False
HDFCAMC,2485.8,-19.8,3570900.0,-0.25,,,,,,,,,120000.0,-94.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,2485.8,2535.516,2386.368,True,Eligible,2546.5,2482.4,2519.0,STOP LOSS HIT,Stop loss breached during replay range,2535.516,-49.71599999999989,-1.999999999999996,False
PIDILITIND,1556.6,-5.8,4956000.0,0.78,,,,,,,,,100500.0,-94.83,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1556.6,1587.732,1494.3359999999998,True,Eligible,1598.7,1545.0,1582.9,STOP LOSS HIT,Stop loss breached during replay range,1587.732,-31.132000000000065,-2.000000000000004,False
COALINDIA,427.1,-1.5,50161950.0,-0.16,,,,,,,,,812700.0,-94.88,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,427.1,435.64200000000005,410.016,True,Eligible,427.05,422.7,426.2,EOD EXIT,Neither target nor stop reached; exited at close,426.2,0.9000000000000341,0.2107234839616095,False
ONGC,250.8,-1.35,67032000.0,-0.05,,,,,,,,,1019250.0,-94.5,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,250.8,255.816,240.768,True,Eligible,254.2,248.9,249.5,EOD EXIT,Neither target nor stop reached; exited at close,249.5,1.3000000000000114,0.5183413078149965,False
MARICO,851.75,-0.3,7627200.0,0.63,,,,,,,,,300000.0,-94.52,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,851.75,868.785,817.68,True,Eligible,856.55,842.8,853.8,EOD EXIT,Neither target nor stop reached; exited at close,853.8,-2.0499999999999545,-0.2406809509832644,False
CANBK,124.18,-1.24,224140500.0,0.31,,,,,,,,,5724000.0,-94.59,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,124.18,126.6636,119.2128,True,Eligible,127.85,123.85,126.74,STOP LOSS HIT,Stop loss breached during replay range,126.6636,-2.483599999999996,-1.999999999999996,False
AXISBANK,1217.6,-7.3,50996250.0,-0.02,,,,,,,,,735000.0,-95.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,1217.6,1241.952,1168.896,True,Eligible,1242.3,1218.7,1236.0,STOP LOSS HIT,Stop loss breached during replay range,1241.952,-24.35200000000009,-2.000000000000007,False
BAJAJFINSV,1870.6,-16.1,6550200.0,0.09,,,,,,,,,162900.0,-95.16,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1870.6,1908.012,1795.7759999999998,True,Eligible,1900.7,1871.2,1883.9,EOD EXIT,Neither target nor stop reached; exited at close,1883.9,-13.300000000000182,-0.7110018175986412,False
LODHA,1134.65,-10.9,9923750.0,-0.26,,,,,,,,,373125.0,-95.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,1134.65,1157.343,1089.264,True,Eligible,1117.15,1083.25,1097.5,TARGET HIT,Target reached during replay range,1089.264,45.3860000000002,4.000000000000017,True
SBILIFE,1835.2,-15.2,4306125.0,0.22,,,,,,,,,135750.0,-95.19,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,1835.2,1871.904,1761.792,True,Eligible,1903.0,1838.1,1867.0,STOP LOSS HIT,Stop loss breached during replay range,1871.904,-36.70399999999995,-1.9999999999999971,False
BANKINDIA,140.96,-1.43,67730000.0,-0.14,,,,,,,,,1211600.0,-95.51,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,140.96,143.7792,135.3216,True,Eligible,144.17,140.5,143.48,STOP LOSS HIT,Stop loss breached during replay range,143.7792,-2.819199999999995,-1.999999999999996,False
PREMIERENE,1016.7,-7.6,4356300.0,-0.33,,,,,,,,,176800.0,-94.62,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,1016.7,1037.034,976.032,True,Eligible,1023.5,1000.7,1018.9,EOD EXIT,Neither target nor stop reached; exited at close,1018.9,-2.199999999999932,-0.2163863479885838,False
INDHOTEL,716.95,-6.15,16199000.0,0.56,,,,,,,,,514000.0,-94.58,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,716.95,731.2890000000001,688.272,True,Eligible,732.0,717.15,730.45,STOP LOSS HIT,Stop loss breached during replay range,731.2890000000001,-14.339000000000055,-2.0000000000000075,False
NATIONALUM,342.95,-3.7,35735625.0,0.01,,,,,,,,,804375.0,-94.68,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,342.95,349.809,329.232,True,Eligible,347.25,341.4,346.2,EOD EXIT,Neither target nor stop reached; exited at close,346.2,-3.25,-0.9476600087476308,False
FEDERALBNK,351.8,-2.75,51610000.0,0.42,,,,,,,,,1625000.0,-95.02,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,351.8,358.836,337.728,True,Eligible,355.75,350.65,355.3,EOD EXIT,Neither target nor stop reached; exited at close,355.3,-3.5,-0.9948834565093804,False
LICHSGFIN,531.45,-3.25,10517000.0,-1.05,,,,,,,,,278000.0,-95.75,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,531.45,542.0790000000001,510.192,True,Eligible,533.5,521.5,529.55,EOD EXIT,Neither target nor stop reached; exited at close,529.55,1.900000000000091,0.3575124658952095,False
INDUSINDBK,986.0,-17.1,24994200.0,-0.45,,,,,,,,,648200.0,-95.6,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,986.0,1005.72,946.56,True,Eligible,1007.35,987.6,1001.85,STOP LOSS HIT,Stop loss breached during replay range,1005.72,-19.720000000000027,-2.0000000000000027,False
FORTIS,940.7,-3.35,6808375.0,0.27,,,,,,,,,134850.0,-96.24,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,940.7,959.514,903.072,True,Eligible,955.0,931.65,951.7,EOD EXIT,Neither target nor stop reached; exited at close,951.7,-11.0,-1.1693419793770596,False
OFSS,10809.0,-20.0,991700.0,0.07,,,,,,,,,94100.0,-96.32,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,10809.0,11025.18,10376.64,True,Eligible,10890.0,10568.0,10682.0,EOD EXIT,Neither target nor stop reached; exited at close,10682.0,127.0,1.1749468035896014,False
NHPC,78.99,-0.6,86812450.0,0.76,,,,,,,,,3787750.0,-96.23,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,78.99,80.5698,75.8304,True,Eligible,78.38,77.14,78.06,EOD EXIT,Neither target nor stop reached; exited at close,78.06,0.9299999999999926,1.1773642233193982,False
INDUSTOWER,387.7,-3.1,64373900.0,0.22,,,,,,,,,807500.0,-96.13,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,387.7,395.454,372.192,True,Eligible,397.5,387.4,396.0,STOP LOSS HIT,Stop loss breached during replay range,395.454,-7.754000000000019,-2.000000000000005,False
GRASIM,3088.5,-24.5,5885250.0,0.26,,,,,,,,,147500.0,-96.52,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,3088.5,3150.27,2964.96,True,Eligible,3107.4,3076.3,3094.4,EOD EXIT,Neither target nor stop reached; exited at close,3094.4,-5.900000000000091,-0.1910312449409127,False
SAIL,159.85,-0.99,133273200.0,-0.56,,,,,,,,,1950500.0,-96.38,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,,Long Unwinding,10,LOW,SELL,VALID SELL,HIGH,159.85,163.047,153.456,True,Eligible,163.98,158.53,162.53,STOP LOSS HIT,Stop loss breached during replay range,163.047,-3.1970000000000027,-2.0000000000000018,False
HINDALCO,946.3,-9.6,31250100.0,0.13,,,,,,,,,593600.0,-96.68,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,946.3,965.226,908.448,True,Eligible,954.85,945.75,949.3,EOD EXIT,Neither target nor stop reached; exited at close,949.3,-3.0,-0.3170241995138962,False
APOLLOHOSP,8855.5,-11.5,1137750.0,0.92,,,,,,,,,28625.0,-96.71,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,10,LOW,SELL,VALID SELL,HIGH,8855.5,9032.61,8501.279999999999,True,Eligible,8910.0,8837.5,8855.0,EOD EXIT,Neither target nor stop reached; exited at close,8855.0,0.5,0.0056462085709446,False
