Symbol,ATM Straddle %,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg%,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Price chg,Price chg (%),OI chg,OI chg (%),OI Chg (Value),Volume,Volume Chg (%)
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,BSE,3624,-16,-0.44,7615600,-57400,-0.75,0.55,30.75,-4.53,19.55 - 61.04,27.89 / 28.85 / 33.46,26.99,9.76,10.25,6.59,-8.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CAMS,764.75,-7.75,-1,6660225,76725,1.17,0.47,24.7,-5.87,17.15 - 80.12,35.87 / 32.23 / 37.55,11.99,12.2,-31.14,-23.36,-34.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CANBK,127.15,0.4,0.32,320442750,3962250,1.25,0.76,42.69,-2,15.88 - 49.71,38.82 / 33.20 / 32.23,79.25,97.97,9.97,28.58,32.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CDSL,1334.6,-5.4,-0.4,9275800,-206625,-2.18,0.64,30.88,-3.5,18.00 - 52.52,51.32 / 41.71 / 41.70,37.31,54.07,-39.83,-25.96,-25.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CGPOWER,907.05,-5.85,-0.64,19435250,-30600,-0.16,0.64,49,1.89,16.26 - 48.09,20.49 / 44.46 / 39.08,100,100,139.14,10.21,25.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CHOLAFIN,1719.9,-8,-0.46,13199375,325625,2.53,0.7,29.09,-11.42,15.00 - 65.38,26.89 / 36.56 / 45.06,27.97,62.6,8.18,-20.43,-35.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CIPLA,1406.5,-7.1,-0.5,13308875,1440750,12.14,0.67,42.62,9.85,7.76 - 46.04,17.02 / 16.42 / 22.89,91.07,99.19,150.41,159.56,86.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,COALINDIA,428.9,-0.7,-0.16,59368950,-357750,-0.6,0.63,20.51,0.24,9.08 - 45.52,7.56 / 16.50 / 19.80,31.37,52.85,171.3,24.3,3.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,COCHINSHIP,1378.5,12.3,0.9,6752000,-148000,-2.14,0.55,23.92,-8.25,23.38 - 61.29,22.17 / 38.38 / 39.84,1.42,1.32,7.89,-37.68,-39.96,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,COFORGE,1467.9,-4,-0.27,17243450,-384275,-2.18,0.52,40.09,-7.92,14.76 - 61.76,28.03 / 48.76 / 44.74,53.89,70.73,43.03,-17.78,-10.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,COLPAL,2115.6,-0.5,-0.02,4441525,-46750,-1.04,0.74,22.78,-11.77,14.77 - 49.18,30.70 / 31.08 / 31.50,23.28,52.03,-25.8,-26.71,-27.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CONCOR,484.25,3.4,0.71,16256250,-51250,-0.31,0.78,34.96,4.36,14.61 - 80.26,46.04 / 41.96 / 36.78,31,91.06,-24.07,-16.68,-4.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CROMPTON,249.8,-3.6,-1.42,52804000,703050,1.35,0.41,28.64,-4.53,15.15 - 43.83,21.52 / 25.80 / 31.54,47.04,51.63,33.09,11.01,-9.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,CUMMINSIND,5628.5,30,0.54,4211600,25600,0.61,0.65,23.33,7.02,15.05 - 37.75,25.77 / 30.71 / 28.51,36.48,31.71,-9.47,-24.03,-18.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DABUR,424.6,-1.75,-0.41,28463750,228750,0.81,0.56,22.21,-8,13.58 - 33.00,14.09 / 31.86 / 28.20,44.44,53.66,57.63,-30.29,-21.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DALBHARAT,1867.6,3.6,0.19,4563000,-154700,-3.28,0.75,36.73,1.77,13.87 - 79.50,28.44 / 32.68 / 33.01,34.83,91.06,29.15,12.39,11.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DELHIVERY,471.25,4.1,0.88,21797875,116200,0.54,0.51,32.15,-3.86,18.50 - 49.76,33.73 / 48.28 / 45.66,43.67,67.07,-4.68,-33.41,-29.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DIVISLAB,7327.5,-23,-0.31,3797200,239900,6.74,1.16,20.34,-2.87,6.18 - 50.03,22.14 / 24.63 / 23.15,32.29,24.39,-8.13,-17.42,-12.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DIXON,13899,79,0.57,2008600,-33450,-1.64,0.74,30.18,-4.61,19.33 - 61.85,55.25 / 51.66 / 50.42,25.52,32.52,-45.38,-41.58,-40.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DLF,648.55,3.7,0.57,38378100,-140600,-0.37,0.66,29.25,-9.11,13.80 - 56.30,49.68 / 46.21 / 47.41,36.35,56.1,-41.12,-36.7,-38.3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DMART,4069.1,59.5,1.48,4611000,-100950,-2.14,0.38,26.14,5.06,14.71 - 49.03,20.62 / 30.51 / 31.09,33.3,63.01,26.77,-14.32,-15.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,DRREDDY,1151.8,-31.1,-2.63,13593750,253125,1.9,0.66,24.87,-36.23,7.63 - 40.88,36.76 / 35.53 / 30.13,51.85,73.98,-32.34,-30,-17.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,EICHERMOT,7692,57,0.75,3657200,84200,2.36,0.87,22.02,-1.83,12.65 - 55.76,20.96 / 31.18 / 30.70,21.74,46.34,5.06,-29.38,-28.27,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ETERNAL,294.15,9.8,3.45,132497150,1338600,1.02,0.57,35.71,-25.28,16.25 - 76.78,31.93 / 35.95 / 37.29,32.15,71.95,11.84,-0.67,-4.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,EXIDEIND,443.55,-4,-0.89,19276200,-14400,-0.07,0.64,27.32,-4.91,14.28 - 44.41,22.64 / 43.03 / 38.20,43.28,48.78,20.67,-36.51,-28.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,FEDERALBNK,353.85,0.45,0.13,81252500,1095000,1.37,1.01,18.32,-6.82,14.33 - 39.41,43.72 / 33.77 / 29.72,15.91,15.04,-58.1,-45.75,-38.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,FINNIFTY,26187.2,-45.4,-0.17,26580,-120,-0.45,0.55,14.52,-7.75,0.00 - 40.02,18.92 / 18.99 / 20.16,23.61,63.82,-23.26,-23.54,-27.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,FOCIT,34355,-127,-0.37,6345,-45,-0.7,1.42,31.77,-0.44,20.88 - 31.91,- / - / -,98.73,95.83,-,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,FORCEMOT,17830,434,2.49,224175,-5225,-2.28,0.41,46.53,2.99,27.58 - 72.76,37.60 / 51.01 / 48.36,41.94,40.79,23.75,-8.78,-3.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,FORTIS,949.4,2.1,0.22,10092825,58125,0.58,0.54,21.93,1.2,14.13 - 45.46,24.78 / 26.93 / 24.30,24.9,11.79,-11.5,-18.57,-9.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GAIL,171.72,-1.2,-0.69,69988250,-1146650,-1.61,0.62,22.47,-12.36,14.03 - 47.98,18.63 / 19.60 / 24.37,24.86,34.15,20.61,14.64,-7.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GLENMARK,2215.2,13.6,0.62,11046750,9000,0.08,0.64,24.95,-2.84,12.27 - 43.60,23.69 / 26.15 / 26.86,40.47,25.61,5.32,-4.59,-7.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GMRAIRPORT,108.68,-1.19,-1.08,119865375,4784850,4.16,0.54,26.82,1.28,13.31 - 51.55,22.33 / 27.12 / 29.54,35.33,44.31,20.11,-1.11,-9.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GODFRYPHLP,2061.2,-7.6,-0.37,1663475,-45100,-2.64,0.5,43.96,7.67,18.97 - 74.83,25.92 / 23.57 / 30.12,44.74,59.21,69.6,86.51,45.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GODREJCP,1077.2,7.8,0.73,10769500,890000,9.01,0.67,25.2,-4.87,13.17 - 36.40,21.18 / 29.43 / 28.37,51.79,61.38,18.98,-14.37,-11.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GODREJPROP,2066.4,-5.8,-0.28,7120750,156325,2.24,0.82,28.56,-4.48,16.43 - 55.87,48.80 / 44.52 / 43.89,30.76,27.24,-41.48,-35.85,-34.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GRASIM,3165.9,-2.5,-0.08,9423250,-85750,-0.9,0.54,17.64,-4.13,11.82 - 35.51,24.13 / 21.73 / 19.95,24.57,19.92,-26.9,-18.82,-11.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,GVT&D,4476.9,-15.3,-0.34,1801000,45750,2.61,0.78,35.58,-10.56,39.78 - 59.36,54.44 / 62.16 / 63.59,-,-,-34.64,-42.76,-44.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HAL,4588.6,18.6,0.41,4162500,38250,0.93,0.58,24.6,2.54,14.47 - 53.21,25.03 / 24.11 / 29.00,26.15,28.05,-1.72,2.03,-15.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HAVELLS,1215.8,6.6,0.55,8861500,63000,0.72,0.71,24.1,-3.29,11.54 - 42.97,20.42 / 26.71 / 26.23,39.96,54.47,18.02,-9.77,-8.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HCLTECH,1239.7,5.3,0.43,31126000,277600,0.9,0.76,24.67,2.54,6.26 - 40.81,44.24 / 50.42 / 45.72,53.29,53.25,-44.24,-51.07,-46.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HDFCAMC,2553.7,9.2,0.36,5107800,55800,1.1,0.64,27.59,-5.42,12.58 - 45.32,48.57 / 44.96 / 47.34,45.85,64.63,-43.2,-38.63,-41.72,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HDFCBANK,748.9,-5.35,-0.71,201085950,2444000,1.23,0.48,20.86,-11.2,9.44 - 39.01,36.81 / 34.74 / 33.80,38.62,60.57,-43.33,-39.95,-38.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HDFCLIFE,551.05,-1.45,-0.26,39310700,281600,0.72,0.6,22.48,-2.52,8.35 - 36.02,34.13 / 28.51 / 31.97,51.07,65.04,-34.13,-21.15,-29.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HEROMOTOCO,5101,187.1,3.81,4895250,-88500,-1.78,0.65,28.31,13.74,12.96 - 41.20,17.15 / 21.09 / 20.22,54.36,73.98,65.07,34.23,40.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HINDALCO,960.65,8.95,0.94,45535000,324100,0.72,0.53,22.91,-2.01,10.16 - 46.60,17.49 / 23.89 / 28.41,34.99,31.71,30.99,-4.1,-19.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HINDPETRO,383.45,-12.45,-3.14,36865125,828225,2.3,0.85,29.8,-19.44,16.66 - 55.76,29.44 / 42.03 / 44.64,33.61,43.09,1.22,-29.1,-33.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HINDUNILVR,2156.5,0,0,17221200,-49800,-0.29,0.73,23.44,-1.6,0.36 - 32.27,16.91 / 25.25 / 24.54,72.33,84.15,38.62,-7.17,-4.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HINDZINC,537.75,2.85,0.53,26528600,88200,0.33,0.61,36.3,2.6,15.38 - 59.92,21.56 / 29.35 / 33.44,46.97,69.51,68.37,23.68,8.55,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,HYUNDAI,1968.3,21.3,1.09,4795725,42075,0.89,0.59,26.52,-6.36,19.09 - 57.66,30.60 / 34.76 / 33.54,19.26,10.53,-13.33,-23.71,-20.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ICICIBANK,1442,-0.4,-0.03,92811600,2681700,2.98,0.82,16.1,-7.89,9.59 - 33.61,18.10 / 22.59 / 21.21,27.1,45.93,-11.05,-28.73,-24.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ICICIGI,1583.5,-3.1,-0.2,6297200,22100,0.35,0.59,23.16,-7.58,13.70 - 37.84,67.53 / 49.89 / 46.30,39.19,70.33,-65.7,-53.58,-49.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ICICIPRULI,496.1,-2.95,-0.59,17761850,-5550,-0.03,0.62,25.36,-6.18,12.98 - 41.12,51.16 / 38.43 / 42.13,43.99,62.6,-50.43,-34.01,-39.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,IDEA,13.33,-0.22,-1.62,4895322750,-7504875,-0.15,0.45,36.42,-8.12,19.52 - 105.00,22.56 / 24.81 / 32.60,19.77,9.35,61.44,46.8,11.72,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,IDFCFIRSTB,80.6,-0.24,-0.3,317158625,5073425,1.63,0.83,39.54,-0.45,13.50 - 90.98,24.84 / 26.09 / 31.32,33.61,89.43,59.18,51.55,26.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,IEX,123.47,-0.1,-0.08,71331300,-904800,-1.25,0.58,43.48,2.77,19.27 - 213.32,39.58 / 35.53 / 33.51,12.48,90.24,9.85,22.38,29.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INDHOTEL,723.6,-0.35,-0.05,24792000,698000,2.9,0.63,23.05,-1.45,12.12 - 41.83,28.29 / 27.32 / 28.49,36.79,45.53,-18.52,-15.63,-19.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INDIANB,833.4,5.3,0.64,15973000,65000,0.41,0.74,28.32,-2.45,17.18 - 45.58,73.54 / 54.64 / 49.68,39.23,43.09,-61.49,-48.17,-43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INDIGO,5093,-17,-0.33,5496750,76350,1.41,0.96,55.62,20.26,11.28 - 86.94,37.30 / 46.71 / 43.98,58.6,98.78,49.12,19.08,26.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INDUSINDBK,1015.6,-53.1,-4.97,33182100,984900,3.06,0.84,28.3,-51.64,17.32 - 83.38,24.00 / 30.83 / 35.59,16.62,50,17.92,-8.21,-20.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INDUSTOWER,393.4,-3.1,-0.78,83191200,574600,0.7,0.75,32.56,15.34,15.67 - 75.07,27.27 / 22.82 / 24.46,28.43,84.55,19.4,42.68,33.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INFY,1044.5,-9.9,-0.94,98195600,869200,0.89,0.74,48.12,3.77,7.21 - 64.15,33.29 / 41.96 / 46.89,71.85,99.59,44.55,14.68,2.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,INOXWIND,77.11,0.36,0.47,89190400,-1350400,-1.49,0.56,32.61,-3.69,16.48 - 63.54,28.92 / 28.92 / 46.05,34.28,27.24,12.76,12.76,-29.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,IOC,141.93,-0.16,-0.11,133804125,872625,0.66,0.72,25.12,-3.12,11.74 - 55.58,22.36 / 28.97 / 32.54,30.52,52.44,12.34,-13.29,-22.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,IREDA,120.13,0.93,0.78,60399700,-3629050,-5.67,0.63,29.64,-8.15,18.63 - 52.88,30.88 / 26.64 / 31.47,32.15,24.8,-4.02,11.26,-5.82,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,IRFC,87,-0.07,-0.08,86995300,-3162775,-3.51,0.59,24.97,-7.42,17.59 - 45.57,17.64 / 31.07 / 32.43,26.38,16.26,41.55,-19.63,-23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,ITC,280.65,-0.45,-0.16,121229550,-2166600,-1.76,0.64,16.04,-8.86,6.61 - 30.11,14.50 / 17.57 / 16.91,40.13,47.97,10.62,-8.71,-5.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,JINDALSTEL,1048.6,3.4,0.33,11418125,-150000,-1.3,0.71,35.28,-2.38,16.51 - 43.23,23.92 / 28.57 / 30.29,70.25,94.72,47.49,23.49,16.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,JIOFIN,234.81,0.38,0.16,120931000,-1941100,-1.58,0.47,25.86,-8.4,16.26 - 47.21,39.25 / 37.45 / 35.12,31.02,41.87,-34.11,-30.95,-26.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,JSWENERGY,561.8,-1.1,-0.2,23020050,-41925,-0.18,0.56,23.14,-24.18,13.33 - 46.66,40.61 / 35.23 / 33.17,29.43,5.28,-43.02,-34.32,-30.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,JSWSTEEL,1263.5,-2.4,-0.19,30670650,429975,1.42,0.74,20.89,-0.81,14.75 - 40.61,20.58 / 19.58 / 21.70,23.74,14.63,1.51,6.69,-3.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,JUBLFOOD,419,1.4,0.34,18518750,-435000,-2.3,0.79,28.72,-6.08,13.88 - 59.12,32.03 / 40.48 / 37.78,32.8,50.41,-10.33,-29.05,-23.98,,,,,,,,,,,,,,,,,
