Symbol,ATM Straddle %,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg%,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Price chg,Price chg (%),OI chg,OI chg (%),OI Chg (Value),Volume,Volume Chg (%)
KFINTECH,4.27,-2.05,-0.23,0.84,1.86,2.0,0.02,0.01,1.47,-101.0,-1.75,-36.0,-0.92,65,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTAKBANK,1.76,3.0,0.79,-0.74,-3.87,1107.0,1.62,0.01,1.89,-684.0,-2.28,-7.0,-0.04,677,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPITTECH,3.35,-0.4,-0.07,-1.71,-4.73,-492.0,-2.77,-0.01,-2.63,-844.0,-4.1,-418.0,-5.37,426,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,3.83,0.8,0.05,2.91,7.82,-634.0,-4.31,-0.01,-1.22,44.0,0.56,-27.0,-0.42,-71,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,2.03,-0.9,-0.17,-0.78,-3.66,-160.0,-0.96,0.01,1.56,-165.0,-2.73,-62.0,-1.61,103,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICI,2.35,-1.05,-0.25,-0.72,-2.86,-112.0,-0.77,0.02,3.28,-230.0,-3.01,15.0,0.32,245,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LODHA,3.71,1.75,0.15,-2.78,-6.77,-2068.0,-8.42,0.02,2.5,-294.0,-3.53,-87.0,-1.31,207,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,1.64,6.2,0.16,-2.32,-12.18,247.0,0.37,0.02,4.55,-3247.0,-4.54,-198.0,-0.63,3049,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,2.86,0.4,0.13,-1.04,-3.32,-94.0,-0.43,0.0,0.0,-71.0,-0.53,-102.0,-1.54,-31,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTM,2.72,-27.2,-0.68,-0.9,-3.07,1053.0,4.61,0.0,0.0,-352.0,-3.2,-195.0,-2.37,157,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,2.2,-2.3,-0.1,-1.23,-5.23,107.0,0.9,-0.03,-3.8,24.0,0.47,-97.0,-2.41,-121,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,2.12,63.3,2.0,1.4,6.72,1775.0,2.51,0.03,4.55,-623.0,-1.87,457.0,2.08,1080,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,2.9,3.7,1.06,-0.41,-1.3,148.0,0.8,0.08,9.64,-190.0,-4.86,110.0,3.37,300,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,2.57,25.5,1.0,0.87,3.24,-87.0,-0.76,0.02,4.0,-153.0,-2.8,19.0,0.69,172,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICO,1.89,-4.55,-0.53,-0.14,-0.68,-33.0,-0.33,-0.05,-7.25,254.0,4.97,-68.0,-1.94,-322,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARUTI,2.12,-24.0,-0.18,-0.93,-4.05,648.0,1.58,0.01,2.44,-2186.0,-3.18,-363.0,-1.29,1823,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXHEALTH,2.25,6.0,0.56,-1.08,-4.35,-60.0,-0.31,0.02,4.55,-52.0,-0.53,163.0,3.8,215,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZDOCK,2.64,7.8,0.34,-1.98,-6.66,-409.0,-1.8,0.0,0.0,-180.0,-1.27,-179.0,-2.37,1,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCX,3.32,-37.1,-1.32,1.38,4.25,-305.0,-0.93,-0.01,-1.85,88.0,0.3,-344.0,-2.16,-432,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,2.39,-6.0,-0.39,-0.58,-2.27,123.0,0.59,-0.01,-1.82,5.0,0.11,-54.0,-2.24,-59,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCPNIFTY,1.3,-34.9,-0.24,-1.31,-8.83,46.0,0.27,-0.01,-1.03,4801.0,7.53,3535.0,5.71,-1266,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,2.99,1.91,1.33,-0.16,-0.5,-107.0,-0.46,0.01,1.61,-173.0,-1.93,28.0,0.51,201,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,5.17,-2.3,-0.24,7.09,15.27,-148.0,-2.15,0.01,2.78,2.0,0.05,67.0,5.13,65,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,8.91,-0.5,-0.02,0.93,1.86,625.0,3.85,0.09,12.86,1152.0,19.22,1464.0,35.08,312,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,2.6,18.8,0.62,-1.86,-6.53,53.0,0.23,0.0,0.0,-50.0,-0.54,-69.0,-1.33,-19,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM-INDIA,3.28,-37.5,-3.26,-9.45,-21.98,286.0,3.17,-0.18,-25.0,972.0,30.89,-36.0,-1.59,-1008,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,2.95,2.75,0.8,1.64,5.49,-65.0,-0.27,0.0,0.0,-233.0,-1.68,-131.0,-1.51,102,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUKRI,2.76,-18.3,-1.54,-0.64,-2.18,257.0,1.12,0.02,3.13,-430.0,-3.3,-5.0,-0.06,425,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC,3.08,-0.19,-0.2,-1.06,-3.24,-79.0,-0.54,-0.01,-2.27,-35.0,-0.51,-39.0,-1.31,-4,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,2.3,-40.6,-2.71,-4.35,-15.24,-242.0,-1.13,-0.04,-8.16,687.0,3.75,-511.0,-5.69,-1198,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,2.52,0.58,0.72,1.65,6.86,-191.0,-1.04,-0.02,-3.92,189.0,1.78,-138.0,-2.54,-327,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY,1.1,-19.1,-0.08,-1.01,-8.02,-3896.0,-1.75,0.06,8.22,192829.0,6.66,320315.0,15.08,127486,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYNXT50,1.37,184.4,0.26,-0.58,-3.78,-21.0,-3.44,0.02,28.57,49.0,5.78,22.0,37.29,-27,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC,2.44,-0.23,-0.28,-0.13,-0.51,-268.0,-0.51,0.01,1.82,-267.0,-2.66,19.0,0.35,286,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,2.13,-2.7,-0.77,0.33,1.49,1543.0,2.02,-0.01,-2.63,199.0,0.69,-225.0,-2.06,-424,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUVAMA,4.47,33.6,1.79,3.93,11.84,-145.0,-4.57,0.07,12.28,-217.0,-7.4,58.0,3.48,275,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYKAA,2.29,-1.5,-0.46,0.36,1.54,86.0,0.61,-0.03,-3.23,1.0,0.02,-96.0,-2.52,-97,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBEROIRLTY,2.43,-5.3,-0.29,-2.68,-9.45,-397.0,-2.28,0.02,3.13,-415.0,-4.11,-78.0,-1.21,337,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSS,4.63,24.0,0.22,-26.1,-35.09,-362.0,-2.27,-0.03,-5.66,6473.0,44.45,2795.0,36.44,-3678,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,2.45,9.9,2.19,1.61,6.69,-361.0,-2.81,0.01,1.82,-157.0,-2.49,-30.0,-0.86,127,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONGC,1.55,0.86,0.34,-0.23,-1.36,45.0,0.13,0.0,0.0,74.0,0.27,251.0,1.83,177,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,2.48,-55.0,-0.14,-0.91,-3.5,-457.0,-3.24,0.0,0.0,52.0,0.74,12.0,0.44,-40,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATANJALI,3.96,3.0,0.89,-1.09,-2.58,-1103.0,-3.86,0.01,1.27,-377.0,-2.64,-119.0,-1.06,258,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTM,3.32,12.5,0.99,-3.7,-9.65,-132.0,-0.45,0.01,2.5,-1937.0,-5.53,-304.0,-2.17,1633,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSISTENT,3.49,-11.8,-0.23,-1.1,-2.97,791.0,2.22,-0.01,-0.94,120.0,0.68,15.0,0.08,-105,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,2.68,-9.0,-3.22,4.24,17.4,458.0,2.82,-0.02,-2.27,128.0,2.67,20.0,0.47,-108,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC,2.14,-1.5,-0.36,-0.86,-3.68,-662.0,-1.75,0.0,0.0,-54.0,-0.46,-21.0,-0.33,33,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEL,2.85,4.45,0.77,-2.36,-7.31,-91.0,-0.77,0.0,0.0,-190.0,-2.01,-84.0,-1.26,106,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,2.38,6.6,0.32,0.49,1.92,156.0,1.75,0.04,6.78,-193.0,-5.85,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,2.01,-9.4,-0.59,-0.57,-2.67,153.0,1.17,0.03,4.69,11.0,0.38,102.0,5.5,91,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,2.59,26.0,0.96,-0.29,-1.07,18.0,0.11,0.01,1.56,-10.0,-0.15,49.0,1.15,59,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB,2.28,0.02,0.02,-0.52,-2.13,532.0,1.73,0.0,0.0,-250.0,-1.77,-155.0,-1.37,95,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,3.01,-10.7,-0.99,-1.84,-5.59,133.0,1.3,0.03,5.45,-208.0,-5.3,6.0,0.28,214,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLICYBZR,3.59,-7.9,-0.51,1.38,3.83,68.0,0.23,-0.01,-1.39,49.0,0.58,-23.0,-0.38,-72,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,2.08,-1.5,-0.02,-1.89,-7.85,-291.0,-1.52,-0.01,-1.45,-659.0,-2.68,-711.0,-4.22,-52,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,1.8,-0.1,-0.03,-0.73,-3.8,54.0,0.2,-0.02,-3.92,-49.0,-0.45,-238.0,-4.37,-189,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,3.7,505.0,1.57,-0.71,-1.8,-201.0,-1.04,0.03,4.48,-1808.0,-8.74,-762.0,-5.48,1046,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,2.61,18.4,1.8,-4.04,-12.76,-112.0,-1.11,0.07,9.72,-1111.0,-16.52,-428.0,-8.82,683,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,2.81,3.3,0.2,-0.88,-2.85,-93.0,-0.89,-0.01,-1.72,-73.0,-1.76,-107.0,-4.42,-34,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADICO,3.49,-46.8,-1.13,1.29,3.68,-5.0,-0.14,-0.04,-5.48,92.0,3.39,-40.0,-2.02,-132,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,2.83,-1.35,-0.38,-1.54,-4.98,-286.0,-2.1,0.01,2.13,-45.0,-0.59,39.0,1.08,84,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECLTD,2.71,-0.25,-0.07,0.37,1.3,-564.0,-2.28,0.0,0.0,-144.0,-1.49,-103.0,-1.51,41,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,1.79,-3.9,-0.3,-1.13,-5.74,1125.0,0.64,0.0,0.0,-2765.0,-2.11,-1719.0,-2.46,1046,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVNL,3.04,-0.08,-0.04,-0.84,-2.62,-403.0,-2.2,0.0,0.0,-207.0,-1.73,-82.0,-1.24,125,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,3.86,-0.45,-0.28,0.11,0.28,-354.0,-0.92,0.0,0.0,-103.0,-1.83,-36.0,-1.17,67,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,3.7,-3.65,-0.58,-2.0,-4.95,-693.0,-2.38,0.01,2.13,-372.0,-2.49,-50.0,-0.71,322,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,2.81,10.5,0.58,0.28,0.96,-83.0,-0.48,-0.01,-1.3,92.0,1.23,15.0,0.26,-77,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,2.05,-1.0,-0.1,-1.21,-5.34,1147.0,1.64,0.0,0.0,-100.0,-0.18,27.0,0.07,127,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSEX,0.36,-54.05,-0.07,-0.47,-3.48,12.0,0.53,0.02,2.35,26741.0,19.38,25808.0,22.09,-933,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,2.35,290.0,1.09,-0.6,-2.44,206.0,1.51,-0.02,-2.99,75.0,2.78,-5.0,-0.28,-80,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,4.25,0.8,0.08,1.91,4.48,228.0,0.8,0.02,3.23,186.0,1.54,325.0,4.3,139,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,2.97,32.6,0.9,0.32,1.06,-480.0,-2.28,0.01,1.89,-426.0,-5.0,-80.0,-1.79,346,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,2.75,-51.0,-0.27,0.2,0.68,50.0,0.35,0.0,0.0,-154.0,-2.28,-159.0,-2.58,-5,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,3.88,-7.85,-1.08,0.47,1.17,12.0,0.1,0.03,3.61,-98.0,-1.34,128.0,2.11,226,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,3.14,-63.3,-2.22,-7.48,-18.57,-116.0,-0.6,-0.06,-10.17,731.0,3.75,-747.0,-6.48,-1478,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,1.46,1.5,0.08,-0.72,-4.54,-255.0,-0.69,0.0,0.0,-135.0,-0.45,9.0,0.06,144,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,2.84,-10.8,-0.31,-1.55,-5.55,55.0,0.48,0.0,0.0,-68.0,-1.33,-46.0,-1.23,22,PRICE_OI,Daywise_Price_and_OI_Summary_28JUL26_Report_2026-07-23.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
