Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
HEROMOTOCO,5265,1.91,1.91,1.91,1.91,1.91,4811100,0.26,0.26,,,,,,,,,128400,-86.58,-86.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SONACOMS,729.1,0.61,0.61,0.61,0.61,0.61,10680775,0.5,0.5,,,,,,,,,243775,-86.66,-86.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TECHM,1669,1.59,1.59,1.59,1.59,1.59,17806800,0.61,0.61,,,,,,,,,306600,-86.67,-86.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
YESBANK,22.81,-0.7,-0.7,-0.7,-0.7,-0.7,1192996000,0.15,0.15,,,,,,,,,7339600,-86.74,-86.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
AUBANK,1036,-1.03,-1.03,-1.03,-1.03,-1.03,22147000,0,0,,,,,,,,,210000,-87.17,-87.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ADANIPORTS,"1,679.1",-2.88,-2.88,-2.88,-2.88,-2.88,20870550,1.42,1.42,,,,,,,,,1140000,-87.71,-87.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PAGEIND,40525,0.77,0.77,0.77,0.77,0.77,235260,0.17,0.17,,,,,,,,,4640,-88.54,-88.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INDIGO,5242,-0.98,-0.98,-0.98,-0.98,-0.98,5638200,0.24,0.24,,,,,,,,,64200,-88.58,-88.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TVSMOTOR,"4,147.3",1.45,1.45,1.45,1.45,1.45,10968475,0.45,0.45,,,,,,,,,199500,-88.89,-88.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NBCC,93.52,-1.37,-1.37,-1.37,-1.37,-1.37,100295000,0.1,0.1,,,,,,,,,533000,-89.15,-89.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SHRIRAMFIN,"1,040.6",-0.67,-0.67,-0.67,-0.67,-0.67,27173850,0.52,0.52,,,,,,,,,300300,-89.23,-89.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SUNPHARMA,"2,011.8",0.8,0.8,0.8,0.8,0.8,14029050,0.35,0.35,,,,,,,,,140700,-89.23,-89.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MCX,2715,-0.63,-0.63,-0.63,-0.63,-0.63,7017075,0.19,0.19,,,,,,,,,89325,-89.44,-89.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BANKNIFTY,"57,083.6",-0.45,-0.45,-0.45,-0.45,-0.45,2091390,0.27,0.27,,,,,,,,,56580,-89.5,-89.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INFY,1184,2.37,2.37,2.37,2.37,2.37,93082800,0.8,0.8,,,,,,,,,2910800,-89.52,-89.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TRENT,3008,-0.17,-0.17,-0.17,-0.17,-0.17,11171925,0.12,0.12,,,,,,,,,90225,-89.61,-89.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
KPITTECH,601.25,-5.71,-5.71,-5.71,-5.71,-5.71,12883600,4.7,4.7,,,,,,,,,2615625,-90.23,-90.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
UNOMINDA,"1,170.7",-0.39,-0.39,-0.39,-0.39,-0.39,4519900,0.97,0.97,,,,,,,,,76450,-90.31,-90.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
WIPRO,188.03,2.44,2.44,2.44,2.44,2.44,251367000,-0.41,-0.41,,,,,,,,,4071000,-90.38,-90.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SUPREMEIND,"3,518.7",0.51,0.51,0.51,0.51,0.51,2265900,0.26,0.26,,,,,,,,,54075,-90.45,-90.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HINDALCO,971.95,0.37,0.37,0.37,0.37,0.37,51819600,-0.08,-0.08,,,,,,,,,463400,-90.54,-90.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HAL,4600,0.04,0.04,0.04,0.04,0.04,5036700,0.44,0.44,,,,,,,,,34350,-90.55,-90.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LICHSGFIN,538.5,-1.58,-1.58,-1.58,-1.58,-1.58,23691000,0.54,0.54,,,,,,,,,251000,-90.55,-90.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
AUROPHARMA,1600,0.03,0.03,0.03,0.03,0.03,9945650,0.43,0.43,,,,,,,,,152350,-90.57,-90.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DRREDDY,"1,147.8",0.27,0.27,0.27,0.27,0.27,13958125,0.35,0.35,,,,,,,,,278750,-90.65,-90.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MAZDOCK,"2,294.1",-0.75,-0.75,-0.75,-0.75,-0.75,4916925,0.22,0.22,,,,,,,,,21600,-90.87,-90.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SENSEX,77650,-0.07,-0.07,-0.07,-0.07,-0.07,25220,0.56,0.56,,,,,,,,,2500,-91.26,-91.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LTM,"4,521.9",2.06,2.06,2.06,2.06,2.06,2883300,0.32,0.32,,,,,,,,,48000,-91.37,-91.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HINDPETRO,392.9,-0.56,-0.56,-0.56,-0.56,-0.56,42091650,0.3,0.3,,,,,,,,,295650,-91.4,-91.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INDIANB,828.5,-0.43,-0.43,-0.43,-0.43,-0.43,12391000,0.12,0.12,,,,,,,,,108000,-91.43,-91.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CDSL,1349,-0.66,-0.66,-0.66,-0.66,-0.66,9521850,-0.01,-0.01,,,,,,,,,110200,-91.5,-91.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BPCL,318.75,-0.17,-0.17,-0.17,-0.17,-0.17,38692225,0.16,0.16,,,,,,,,,240950,-91.71,-91.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HINDZINC,539.8,-0.14,-0.14,-0.14,-0.14,-0.14,28657650,-0.01,-0.01,,,,,,,,,256025,-91.78,-91.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NYKAA,330.25,0.26,0.26,0.26,0.26,0.26,43571875,0.09,0.09,,,,,,,,,175000,-91.91,-91.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INOXWIND,75.32,-2.31,-2.31,-2.31,-2.31,-2.31,106176000,0.75,0.75,,,,,,,,,1708800,-91.95,-91.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BSE,3540,-0.37,-0.37,-0.37,-0.37,-0.37,8271200,0.09,0.09,,,,,,,,,96600,-92.11,-92.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HDFCBANK,750.6,-0.02,-0.02,-0.02,-0.02,-0.02,297941800,0.1,0.1,,,,,,,,,1482000,-92.2,-92.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NESTLEIND,"1,524.1",1.01,1.01,1.01,1.01,1.01,9442000,0.15,0.15,,,,,,,,,122000,-92.25,-92.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DIXON,14137,0.31,0.31,0.31,0.31,0.31,2271700,0.27,0.27,,,,,,,,,38450,-92.38,-92.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MUTHOOTFIN,"3,037.7",0.05,0.05,0.05,0.05,0.05,7028175,0.23,0.23,,,,,,,,,47025,-92.52,-92.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SBIN,"1,017.4",-0.24,-0.24,-0.24,-0.24,-0.24,80880000,0.02,0.02,,,,,,,,,280500,-92.55,-92.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DIVISLAB,7845,0.47,0.47,0.47,0.47,0.47,3494100,0.09,0.09,,,,,,,,,73800,-92.85,-92.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HCLTECH,1366,1.38,1.38,1.38,1.38,1.38,27214800,0.14,0.14,,,,,,,,,311200,-92.9,-92.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NIFTY,"24,314.4",0.01,0.01,0.01,0.01,0.01,13306605,-0.03,-0.03,,,,,,,,,237705,-92.94,-92.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GMRAIRPORT,106.01,-1.54,-1.54,-1.54,-1.54,-1.54,128123775,0.2,0.2,,,,,,,,,920700,-92.99,-92.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
VEDL,265.7,0.04,0.04,0.04,0.04,0.04,49062450,-0.01,-0.01,,,,,,,,,197800,-92.99,-92.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LODHA,1249.85,1.21,1.21,1.21,1.21,1.21,13800625,0.11,0.11,,,,,,,,,217500,-93.05,-93.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
KALYANKJIL,631.9,0.17,0.17,0.17,0.17,0.17,24232500,-0.63,-0.63,,,,,,,,,982800,-93.19,-93.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ICICIPRULI,514.4,0.21,0.21,0.21,0.21,0.21,19197450,0.07,0.07,,,,,,,,,67525,-93.24,-93.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TCS,"2,472.8",1.24,1.24,1.24,1.24,1.24,33719625,0.32,0.32,,,,,,,,,440100,-93.33,-93.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ADANIGREEN,"1,358.6",-1.68,-1.68,-1.68,-1.68,-1.68,26299200,0.2,0.2,,,,,,,,,157200,-93.35,-93.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SUZLON,46.66,-2,-2,-2,-2,-2,459676500,0.06,0.06,,,,,,,,,7861300,-93.41,-93.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ASIANPAINT,2684,-3.1,-3.1,-3.1,-3.1,-3.1,7979750,1.63,1.63,,,,,,,,,597250,-93.48,-93.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LICI,423,0.28,0.28,0.28,0.28,0.28,18249000,0.08,0.08,,,,,,,,,75600,-93.51,-93.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BAJFINANCE,"1,054.6",-0.27,-0.27,-0.27,-0.27,-0.27,65808750,0.23,0.23,,,,,,,,,453000,-93.55,-93.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ADANIENSOL,1642,-1.84,-1.84,-1.84,-1.84,-1.84,19190925,0.2,0.2,,,,,,,,,143775,-93.64,-93.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
RADICO,"4,421.6",0.95,0.95,0.95,0.95,0.95,776850,1.23,1.23,,,,,,,,,45000,-93.69,-93.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
IDFCFIRSTB,84.32,-0.86,-0.86,-0.86,-0.86,-0.86,353767050,0.14,0.14,,,,,,,,,1864275,-93.7,-93.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HDFCAMC,"2,551.9",-0.14,-0.14,-0.14,-0.14,-0.14,6106500,-0.12,-0.12,,,,,,,,,27600,-93.72,-93.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HAVELLS,"1,249.5",0.39,0.39,0.39,0.39,0.39,9423000,0.2,0.2,,,,,,,,,69000,-93.75,-93.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
IRFC,89.22,-0.38,-0.38,-0.38,-0.38,-0.38,80865050,0.32,0.32,,,,,,,,,721525,-93.89,-93.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
FEDERALBNK,357.3,-0.47,-0.47,-0.47,-0.47,-0.47,86832500,-0.02,-0.02,,,,,,,,,325000,-93.94,-93.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
VBL,454.55,1.39,1.39,1.39,1.39,1.39,54242325,-0.08,-0.08,,,,,,,,,921825,-93.99,-93.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HYUNDAI,"1,995.2",0.76,0.76,0.76,0.76,0.76,3948175,0.15,0.15,,,,,,,,,29425,-94.04,-94.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LAURUSLABS,"1,791.9",0.37,0.37,0.37,0.37,0.37,16693150,0.38,0.38,,,,,,,,,215900,-94.04,-94.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
M&M,"3,252.3",0.69,0.69,0.69,0.69,0.69,14707800,0.18,0.18,,,,,,,,,193400,-94.05,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PNB,111.34,-0.38,-0.38,-0.38,-0.38,-0.38,293512000,0.04,0.04,,,,,,,,,1016000,-94.05,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SBICARD,660.1,-0.02,-0.02,-0.02,-0.02,-0.02,21792000,0.3,0.3,,,,,,,,,116800,-94.1,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CROMPTON,263.75,-0.88,-0.88,-0.88,-0.88,-0.88,58234900,0.01,0.01,,,,,,,,,645000,-94.11,-94.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ETERNAL,307.55,-1.2,-1.2,-1.2,-1.2,-1.2,151509150,-0.1,-0.1,,,,,,,,,2308600,-94.11,-94.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MPHASIS,"2,402.8",1.34,1.34,1.34,1.34,1.34,4228400,0.03,0.03,,,,,,,,,65450,-94.12,-94.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BAJAJ-AUTO,11481,0.71,0.71,0.71,0.71,0.71,1908525,0.28,0.28,,,,,,,,,18225,-94.16,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BRITANNIA,5450,0.06,0.06,0.06,0.06,0.06,2052250,0.11,0.11,,,,,,,,,17125,-94.16,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MANAPPURAM,371.95,-0.01,-0.01,-0.01,-0.01,-0.01,53469000,0.45,0.45,,,,,,,,,543000,-94.21,-94.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PNBHOUSING,"1,042.3",-0.82,-0.82,-0.82,-0.82,-0.82,7407400,0.21,0.21,,,,,,,,,68250,-94.26,-94.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NATIONALUM,346.85,-0.06,-0.06,-0.06,-0.06,-0.06,43867500,0.01,0.01,,,,,,,,,474375,-94.39,-94.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ADANIPOWER,208.6,-0.92,-0.92,-0.92,-0.92,-0.92,153388400,0.2,0.2,,,,,,,,,752600,-94.4,-94.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INDUSTOWER,392.8,1.09,1.09,1.09,1.09,1.09,91628300,0.02,0.02,,,,,,,,,355300,-94.41,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BAJAJFINSV,"1,935.4",0.34,0.34,0.34,0.34,0.34,8696100,0.23,0.23,,,,,,,,,52200,-94.47,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
COFORGE,"1,745.1",1.57,1.57,1.57,1.57,1.57,14735925,0.16,0.16,,,,,,,,,337725,-94.47,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
OBEROIRLTY,"1,826.1",-0.75,-0.75,-0.75,-0.75,-0.75,5493600,0.1,0.1,,,,,,,,,24500,-94.5,-94.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GVT&D,"4,084.3",-0.82,-0.82,-0.82,-0.82,-0.82,2944375,0.59,0.59,,,,,,,,,36500,-94.51,-94.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SRF,2643,-0.56,-0.56,-0.56,-0.56,-0.56,4420200,0.07,0.07,,,,,,,,,17800,-94.57,-94.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PGEL,615.65,-0.14,-0.14,-0.14,-0.14,-0.14,10454750,0.47,0.47,,,,,,,,,217550,-94.65,-94.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MIDCPNIFTY,14714.55,-0.1,-0.1,-0.1,-0.1,-0.1,1889640,0.07,0.07,,,,,,,,,12600,-94.76,-94.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ICICIBANK,"1,421.8",-0.65,-0.65,-0.65,-0.65,-0.65,106572200,0.1,0.1,,,,,,,,,364000,-94.77,-94.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
IDEA,13.18,0.23,0.23,0.23,0.23,0.23,5889682950,0,0,,,,,,,,,11078625,-94.79,-94.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NAUKRI,1268,1.35,1.35,1.35,1.35,1.35,14540350,0.11,0.11,,,,,,,,,88550,-94.79,-94.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TMPV,331.1,-0.21,-0.21,-0.21,-0.21,-0.21,78337600,-0.02,-0.02,,,,,,,,,414400,-94.91,-94.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
JSWENERGY,544.75,-0.78,-0.78,-0.78,-0.78,-0.78,24969025,0.08,0.08,,,,,,,,,74175,-94.99,-94.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BHARATFORG,"2,178.9",0.05,0.05,0.05,0.05,0.05,7542000,0.21,0.21,,,,,,,,,30500,-95.0,-95.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TATACONSUM,1106,0.34,0.34,0.34,0.34,0.34,15424750,0.02,0.02,,,,,,,,,39600,-95.0,-95.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MOTILALOFS,850.65,-1.13,-1.13,-1.13,-1.13,-1.13,6960275,0.16,0.16,,,,,,,,,38750,-95.04,-95.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TORNTPHARM,"4,930.8",0.56,0.56,0.56,0.56,0.56,4230625,-0.04,-0.04,,,,,,,,,19625,-95.08,-95.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
APOLLOHOSP,"8,956.5",-0.08,-0.08,-0.08,-0.08,-0.08,1921000,0.01,0.01,,,,,,,,,4750,-95.09,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MARICO,887.3,0.89,0.89,0.89,0.89,0.89,14475600,0.47,0.47,,,,,,,,,247200,-95.09,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
RVNL,223.54,-0.85,-0.85,-0.85,-0.85,-0.85,34825175,0.27,0.27,,,,,,,,,315700,-95.16,-95.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DALBHARAT,"1,819.5",-0.51,-0.51,-0.51,-0.51,-0.51,3769025,-0.22,-0.22,,,,,,,,,19175,-95.17,-95.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MARUTI,13855,0.12,0.12,0.12,0.12,0.12,2180350,0.3,0.3,,,,,,,,,18900,-95.2,-95.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MOTHERSON,145.71,-0.52,-0.52,-0.52,-0.52,-0.52,127624800,0.37,0.37,,,,,,,,,744150,-95.25,-95.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
RECLTD,371.5,0.2,0.2,0.2,0.2,0.2,43252650,-0.05,-0.05,,,,,,,,,349650,-95.4,-95.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GLENMARK,2260,-0.56,-0.56,-0.56,-0.56,-0.56,11598375,0.04,0.04,,,,,,,,,60000,-95.41,-95.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LUPIN,2476,0.57,0.57,0.57,0.57,0.57,5662275,-0.1,-0.1,,,,,,,,,55250,-95.42,-95.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ANGELONE,301.95,-0.46,-0.46,-0.46,-0.46,-0.46,25340000,0.28,0.28,,,,,,,,,262500,-95.52,-95.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TITAN,4855,-0.15,-0.15,-0.15,-0.15,-0.15,5730550,0.16,0.16,,,,,,,,,27650,-95.52,-95.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
