Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
RVNL,229.75,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,36956150,-0.25,-0.25,-0.25,-0.25,-0.25,,,,,,,,,866250,-89.24,-89.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
YESBANK,22.76,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1145070900,0.14,0.14,0.14,0.14,0.14,,,,,,,,,3638700,-89.75,-89.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HDFCBANK,728.7,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,314875600,0.1,0.1,0.1,0.1,0.1,,,,,,,,,1171300,-90.43,-90.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PERSISTENT,"5,471.5",-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,3479250,0.24,0.24,0.24,0.24,0.24,,,,,,,,,30000,-91.23,-91.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
NMDC,85.6,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,350068500,0.02,0.02,0.02,0.02,0.02,,,,,,,,,1167750,-91.27,-91.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
TECHM,1659,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,17692200,-0.18,-0.18,-0.18,-0.18,-0.18,,,,,,,,,78600,-91.35,-91.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
GVT&D,"4,468.2",1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,2651000,0.35,0.35,0.35,0.35,0.35,,,,,,,,,39500,-91.36,-91.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
VEDL,281,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,59837950,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,704950,-91.4,-91.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
SOLARINDS,18754,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,749300,0.67,0.67,0.67,0.67,0.67,,,,,,,,,7300,-91.44,-91.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
GMRAIRPORT,104.4,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,128061000,0.08,0.08,0.08,0.08,0.08,,,,,,,,,516150,-91.7,-91.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HAVELLS,1275,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,8411000,0.18,0.18,0.18,0.18,0.18,,,,,,,,,28000,-91.91,-91.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HINDUNILVR,"2,068.8",-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,14703000,0.11,0.11,0.11,0.11,0.11,,,,,,,,,51000,-91.92,-91.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
AUROPHARMA,"1,665.6",0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,10657900,0.19,0.19,0.19,0.19,0.19,,,,,,,,,61600,-92.02,-92.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
TCS,"2,432.3",-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,31082850,0.06,0.06,0.06,0.06,0.06,,,,,,,,,60075,-92.11,-92.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
CONCOR,513.4,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,22217500,0.1,0.1,0.1,0.1,0.1,,,,,,,,,120000,-92.36,-92.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
DIXON,13899,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,2574450,0.15,0.15,0.15,0.15,0.15,,,,,,,,,10550,-92.46,-92.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HEROMOTOCO,5898,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,4710900,0.34,0.34,0.34,0.34,0.34,,,,,,,,,56700,-92.58,-92.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
COLPAL,"2,003.5",-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,5155150,0.12,0.12,0.12,0.12,0.12,,,,,,,,,14575,-92.73,-92.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BDL,"1,316.6",0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,6882450,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,50575,-92.8,-92.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
IDFCFIRSTB,84.58,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,351429750,0.02,0.02,0.02,0.02,0.02,,,,,,,,,742000,-92.81,-92.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
NIFTY,"24,496.9",-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,12131665,0.06,0.06,0.06,0.06,0.06,,,,,,,,,112710,-93.25,-93.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HINDZINC,595.3,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,27269725,0.15,0.15,0.15,0.15,0.15,,,,,,,,,487550,-93.28,-93.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
GRASIM,"3,360.4",0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,11448500,0.23,0.23,0.23,0.23,0.23,,,,,,,,,121250,-93.59,-93.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BPCL,317.1,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,39103025,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,150100,-93.71,-93.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PNB,114.82,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,282952000,0.05,0.05,0.05,0.05,0.05,,,,,,,,,1312000,-93.73,-93.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
FORTIS,928.5,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,10925175,0.3,0.3,0.3,0.3,0.3,,,,,,,,,137175,-93.78,-93.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
LAURUSLABS,1854,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,16406700,0.07,0.07,0.07,0.07,0.07,,,,,,,,,77350,-93.85,-93.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
IDEA,13.15,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,5831859675,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,41598450,-93.93,-93.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
SUPREMEIND,3398,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,2235275,0.13,0.13,0.13,0.13,0.13,,,,,,,,,8575,-94.03,-94.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PIDILITIND,"1,685.8",0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,6315000,0.18,0.18,0.18,0.18,0.18,,,,,,,,,43000,-94.23,-94.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
UNITDSPR,"1,527.6",-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,7378000,0.14,0.14,0.14,0.14,0.14,,,,,,,,,21200,-94.29,-94.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
TMPV,350.75,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,74817600,0.07,0.07,0.07,0.07,0.07,,,,,,,,,288000,-94.35,-94.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
IRFC,87.74,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,91487200,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,,,,189875,-94.54,-94.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PETRONET,280.55,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,31450700,0.09,0.09,0.09,0.09,0.09,,,,,,,,,76000,-94.55,-94.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BHARTIARTL,"1,916.1",-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,52018200,0.12,0.12,0.12,0.12,0.12,,,,,,,,,181925,-94.66,-94.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
INDHOTEL,722.5,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,20886000,0.07,0.07,0.07,0.07,0.07,,,,,,,,,42000,-94.66,-94.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
TATASTEEL,189.35,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,181148000,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,668250,-94.7,-94.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BAJAJ-AUTO,11803,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1845000,0.15,0.15,0.15,0.15,0.15,,,,,,,,,12675,-94.73,-94.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BANKINDIA,143.05,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,89029200,0.09,0.09,0.09,0.09,0.09,,,,,,,,,457600,-94.73,-94.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PAGEIND,37995,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,220720,0.89,0.89,0.89,0.89,0.89,,,,,,,,,2980,-94.78,-94.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
ABB,"7,649.5",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,2017750,0.05,0.05,0.05,0.05,0.05,,,,,,,,,10125,-94.81,-94.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BSE,"3,571.4",-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,8971200,0.13,0.13,0.13,0.13,0.13,,,,,,,,,158600,-94.91,-94.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
DABUR,410.7,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,27753750,0.13,0.13,0.13,0.13,0.13,,,,,,,,,73750,-94.91,-94.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HINDPETRO,391.45,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,42942150,0.11,0.11,0.11,0.11,0.11,,,,,,,,,263250,-95.02,-95.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
NESTLEIND,1512,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,7843500,0.22,0.22,0.22,0.22,0.22,,,,,,,,,64000,-95.02,-95.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
TATAELXSI,"3,780.3",-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,2191500,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,,,,8125,-95.06,-95.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PHOENIXLTD,"1,892.4",-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,3682350,0.09,0.09,0.09,0.09,0.09,,,,,,,,,7000,-95.16,-95.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
KALYANKJIL,605.3,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,27546750,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,178200,-95.19,-95.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
CDSL,"1,340.9",-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,10505100,0.39,0.39,0.39,0.39,0.39,,,,,,,,,56050,-95.22,-95.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
ASTRAL,1423,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6964050,0.06,0.06,0.06,0.06,0.06,,,,,,,,,25925,-95.24,-95.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
SENSEX,78284.75,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,44120,0.55,0.55,0.55,0.55,0.55,,,,,,,,,780,-95.24,-95.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
BANDHANBNK,171.5,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,131295600,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,39600,-95.34,-95.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
IREDA,115.23,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,84400300,0.07,0.07,0.07,0.07,0.07,,,,,,,,,253400,-95.47,-95.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
PFC,379.55,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,63445200,0.29,0.29,0.29,0.29,0.29,,,,,,,,,361400,-95.48,-95.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
SUZLON,47.31,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,463219800,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,774700,-95.49,-95.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
JUBLFOOD,479.75,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,22191250,0.12,0.12,0.12,0.12,0.12,,,,,,,,,163750,-95.5,-95.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
HCLTECH,"1,366.7",-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,26286000,0.03,0.03,0.03,0.03,0.03,,,,,,,,,47600,-95.59,-95.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
LODHA,"1,202.3",-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,11221250,0.09,0.09,0.09,0.09,0.09,,,,,,,,,35000,-95.64,-95.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
SHRIRAMFIN,"1,126.8",0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,25210350,0.23,0.23,0.23,0.23,0.23,,,,,,,,,127875,-95.69,-95.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
CGPOWER,878,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,19441200,0.04,0.04,0.04,0.04,0.04,,,,,,,,,48450,-95.73,-95.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
COFORGE,"1,814.7",-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,13776900,0.09,0.09,0.09,0.09,0.09,,,,,,,,,57950,-95.73,-95.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
APOLLOHOSP,"8,719.5",-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,2111625,0.43,0.43,0.43,0.43,0.43,,,,,,,,,25375,-95.85,-95.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
DALBHARAT,"1,830.8",-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,3558100,0.01,0.01,0.01,0.01,0.01,,,,,,,,,9100,-95.86,-95.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
SIEMENS,"4,048.4",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,3521700,0.25,0.25,0.25,0.25,0.25,,,,,,,,,119175,-95.91,-95.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
RELIANCE,"1,322.8",-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,106408500,0.05,0.05,0.05,0.05,0.05,,,,,,,,,210500,-95.92,-95.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
JINDALSTEL,1101,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,14313125,0.06,0.06,0.06,0.06,0.06,,,,,,,,,34375,-95.97,-95.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
360ONE,"1,147.5",-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,4091500,0.05,0.05,0.05,0.05,0.05,,,,,,,,,20500,-95.99,-95.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
ETERNAL,317.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,148599150,0.13,0.13,0.13,0.13,0.13,,,,,,,,,805100,-95.99,-95.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
DLF,650.05,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,48661850,0.05,0.05,0.05,0.05,0.05,,,,,,,,,112100,-96.1,-96.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
NBCC,93.01,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,102407500,0.1,0.1,0.1,0.1,0.1,,,,,,,,,325000,-96.15,-96.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
GODREJPROP,"2,022.5",-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,8370375,0.15,0.15,0.15,0.15,0.15,,,,,,,,,39975,-96.19,-96.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
CIPLA,"1,468.1",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,8990875,0.05,0.05,0.05,0.05,0.05,,,,,,,,,16575,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
ZYDUSLIFE,"1,177.2",-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,10575000,-0.63,-0.63,-0.63,-0.63,-0.63,,,,,,,,,474300,-96.29,-96.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_12_8_2026.xlsx
